M,N,K,latency_ns
32768,1024,512,179199.99
32768,1024,1024,309248.00
32768,1024,2048,603136.00
32768,1024,3072,845312.00
32768,1024,4096,1145856.02
32768,1024,5120,1483775.97
32768,1024,8192,2336767.91
32768,1024,11008,3100672.01
32768,1024,13824,5935103.89
32768,1024,14336,6030335.90
32768,1024,25600,6788608.07
32768,1024,27648,7417856.22
32768,1024,28672,7579648.02
32768,2048,128,214016.01
32768,2048,256,215040.00
32768,2048,512,337920.01
32768,2048,1024,594944.00
32768,2048,2048,1109503.98
32768,2048,3072,1707008.00
32768,2048,4096,2206720.11
32768,2048,5120,2724864.01
32768,2048,8192,4355583.91
32768,2048,11008,5811200.14
32768,2048,13824,7267328.02
32768,2048,14336,7529471.87
32768,2048,25600,14581760.41
32768,2048,27648,15596544.27
32768,2048,28672,16633343.70
32768,3072,128,295935.99
32768,3072,256,296960.00
32768,3072,512,489472.00
32768,3072,1024,890879.99
32768,3072,2048,1776640.06
32768,3072,3072,2556927.92
32768,3072,4096,3386880.04
32768,3072,5120,4306943.89
32768,3072,8192,6548480.03
32768,3072,11008,8859647.75
32768,3072,13824,11150847.91
32768,3072,14336,11485183.72
32768,3072,25600,21474303.25
32768,3072,27648,23053823.47
32768,3072,28672,24475647.93
32768,4096,128,404480.01
32768,4096,256,407552.00
32768,4096,512,642048.00
32768,4096,1024,1194496.04
32768,4096,2048,2315263.99
32768,4096,3072,3476480.01
32768,4096,4096,4441088.20
32768,4096,5120,5728256.23
32768,4096,8192,8686079.98
32768,4096,11008,11530240.06
32768,4096,13824,14815231.80
32768,4096,14336,15235072.14
32768,4096,25600,28554752.35
32768,4096,27648,30806015.97
32768,4096,28672,32933887.48
32768,5120,128,506368.01
32768,5120,256,491519.99
32768,5120,512,800768.02
32768,5120,1024,1499135.97
32768,5120,2048,2951168.06
32768,5120,3072,4399104.12
32768,5120,4096,5563904.05
32768,5120,5120,7158783.91
32768,5120,8192,10887680.05
32768,5120,11008,14716927.53
32768,5120,13824,18404352.19
32768,5120,14336,19268608.09
32768,5120,25600,35411966.32
32768,5120,27648,38227455.14
32768,5120,28672,39492609.02
32768,8192,128,745472.01
32768,8192,256,768000.01
32768,8192,512,1274880.05
32768,8192,1024,2435071.95
32768,8192,2048,4837376.12
32768,8192,3072,6927360.06
32768,8192,4096,8814080.24
32768,8192,5120,11000832.08
32768,8192,8192,17906688.69
32768,8192,11008,23891967.77
32768,8192,13824,29876224.52
32768,8192,14336,30961664.20
32768,8192,25600,56848384.86
32768,8192,27648,61234174.73
32768,8192,28672,64844799.04
32768,11008,128,1005056.02
32768,11008,256,1027071.95
32768,11008,512,1761791.94
32768,11008,1024,3279359.94
32768,11008,2048,6595583.92
32768,11008,3072,9289216.04
32768,11008,4096,11800576.21
32768,11008,5120,14868479.73
32768,11008,8192,24357887.27
32768,11008,11008,32499713.90
32768,11008,13824,40632320.40
32768,11008,14336,42110464.10
32768,11008,25600,73242111.21
32768,11008,27648,79258110.05
32768,13824,128,1245184.00
32768,13824,256,1270784.02
32768,13824,512,2246143.94
32768,13824,1024,4115456.10
32768,13824,2048,8356863.98
32768,13824,3072,12158976.08
32768,13824,4096,15868416.31
32768,13824,5120,18316800.12
32768,13824,8192,30758912.09
32768,13824,11008,40956926.35
32768,13824,13824,51557888.03
32768,13824,14336,53216255.19
32768,14336,128,1325055.96
32768,14336,256,1372159.96
32768,14336,512,2302463.89
32768,14336,1024,4256768.23
32768,14336,2048,8647168.16
32768,14336,3072,12635136.13
32768,14336,4096,16442879.68
32768,14336,5120,19027967.45
32768,14336,8192,31907327.65
32768,14336,11008,42686977.39
32768,14336,13824,53683712.01
32768,14336,14336,55655424.12
32768,25600,128,1808895.95
32768,25600,256,2594815.97
32768,25600,512,4220928.19
32768,25600,1024,7601151.94
32768,25600,2048,14528512.00
32768,25600,3072,21329919.82
32768,25600,4096,28304896.35
32768,25600,5120,34624511.72
32768,25600,8192,54487552.64
32768,25600,11008,72832000.73
32768,27648,128,1916416.05
32768,27648,256,2834431.89
32768,27648,512,5785088.06
32768,27648,1024,8301568.03
32768,27648,2048,15679488.18
32768,27648,3072,23074303.63
32768,27648,4096,30308351.52
32768,27648,5120,37306367.87
32768,27648,8192,58745344.16
32768,27648,11008,78474750.52
32768,28672,128,1987071.99
32768,28672,256,2936831.95
32768,28672,512,6894079.92
32768,28672,1024,8502271.65
32768,28672,2048,16456192.02
32768,28672,3072,24105984.69
32768,28672,4096,31689215.66
32768,28672,5120,38673921.59
32768,28672,8192,60899328.23
65536,128,128,43008.00
65536,128,256,61440.00
65536,128,512,81408.00
65536,128,1024,151552.01
65536,128,2048,250880.00
65536,128,3072,362495.99
65536,128,4096,477184.00
65536,128,5120,589824.02
65536,128,8192,907263.99
65536,128,11008,1164288.04
65536,128,13824,1469951.99
65536,128,14336,1487872.00
65536,128,25600,2606080.06
65536,128,27648,2832384.11
65536,128,28672,2887168.05
65536,256,128,66560.00
65536,256,256,74752.00
65536,256,512,105472.00
65536,256,1024,176128.00
65536,256,2048,311295.99
65536,256,3072,448511.99
65536,256,4096,591871.98
65536,256,5120,753664.02
65536,256,8192,1177088.02
65536,256,11008,1594367.98
65536,256,13824,2064895.99
65536,256,14336,2112512.11
65536,256,25600,3703808.07
65536,256,27648,3982336.04
65536,256,28672,4108287.81
65536,512,128,121856.00
65536,512,256,121856.00
65536,512,512,194560.01
65536,512,1024,323583.99
65536,512,2048,616447.99
65536,512,3072,840192.02
65536,512,4096,1151999.95
65536,512,5120,1487872.00
65536,512,8192,2338815.93
65536,512,11008,3092479.94
65536,512,13824,3866624.12
65536,512,14336,4011007.79
65536,512,25600,7217152.12
65536,512,27648,7780352.12
65536,512,28672,8071680.07
65536,1024,128,224255.99
65536,1024,256,226303.99
65536,1024,512,349184.01
65536,1024,1024,608255.98
65536,1024,2048,1157631.99
65536,1024,3072,1711104.04
65536,1024,4096,2294784.07
65536,1024,5120,2914816.02
65536,1024,8192,4570112.23
65536,1024,11008,6154240.13
65536,1024,13824,7687168.12
65536,1024,14336,7960576.06
65536,1024,25600,14075903.89
65536,1024,27648,15152639.87
65536,1024,28672,15742976.19
65536,2048,128,434176.00
65536,2048,256,405503.99
65536,2048,512,648191.99
65536,2048,1024,1178112.03
65536,2048,2048,2273279.91
65536,2048,3072,3348479.99
65536,2048,4096,4384768.01
65536,2048,5120,5483520.03
65536,2048,8192,9124864.10
65536,2048,11008,11520000.46
65536,2048,13824,14696959.97
65536,2048,14336,15043583.87
65536,2048,25600,28518400.19
65536,2048,27648,31131135.94
65536,2048,28672,31747072.22
65536,3072,128,597504.02
65536,3072,256,565248.01
65536,3072,512,985599.99
65536,3072,1024,1817600.01
65536,3072,2048,3478528.02
65536,3072,3072,5018111.94
65536,3072,4096,6696448.09
65536,3072,5120,8230912.21
65536,3072,8192,13007871.63
65536,3072,11008,17615871.43
65536,3072,13824,22037504.20
65536,3072,14336,22842879.30
65536,3072,25600,42991615.30
65536,3072,27648,46417921.07
65536,3072,28672,49321472.17
65536,4096,128,816640.02
65536,4096,256,757759.99
65536,4096,512,1275904.06
65536,4096,1024,2385920.05
65536,4096,2048,4615679.98
65536,4096,3072,6921216.01
65536,4096,4096,8957439.90
65536,4096,5120,11077631.95
65536,4096,8192,17453056.34
65536,4096,11008,23486975.67
65536,4096,13824,29403135.30
65536,4096,14336,30475263.60
65536,4096,25600,57408512.12
65536,4096,27648,61797887.80
65536,4096,28672,66258430.48
65536,5120,128,1007616.04
65536,5120,256,949248.02
65536,5120,512,1617920.04
65536,5120,1024,3001343.97
65536,5120,2048,5762559.89
65536,5120,3072,8651776.31
65536,5120,4096,11230720.04
65536,5120,5120,13693951.61
65536,5120,8192,21878784.18
65536,5120,11008,29425663.95
65536,5120,13824,36847616.20
65536,5120,14336,38174718.86
65536,5120,25600,71605762.48
65536,5120,27648,77405696.87
65536,5120,28672,83024387.36
65536,8192,128,1559551.95
65536,8192,256,1560063.96
65536,8192,512,2603007.91
65536,8192,1024,4794367.79
65536,8192,2048,9597951.89
65536,8192,3072,13815808.30
65536,8192,4096,17683456.42
65536,8192,5120,21963263.51
65536,8192,8192,35778560.64
65536,8192,11008,47763454.44
65536,8192,13824,59799039.84
65536,8192,14336,62146560.67
65536,11008,128,1922047.97
65536,11008,256,2107392.07
65536,11008,512,3499007.94
65536,11008,1024,6607359.89
65536,11008,2048,13236736.30
65536,11008,3072,18546175.96
65536,11008,4096,23624192.24
65536,11008,5120,29513727.19
65536,11008,8192,49330177.31
65536,11008,11008,65824768.07
65536,11008,13824,82263038.64
65536,13824,128,2480640.05
65536,13824,256,2664960.03
65536,13824,512,4468224.05
65536,13824,1024,8828927.99
65536,13824,2048,16539648.06
65536,13824,3072,24311295.51
65536,13824,4096,31730175.97
65536,13824,5120,37033985.14
65536,13824,8192,58450433.73
65536,13824,11008,82662399.29
65536,14336,128,2542592.05
65536,14336,256,2760192.04
65536,14336,512,4689919.95
65536,14336,1024,9813503.74
65536,14336,2048,17144832.61
65536,14336,3072,24983551.98
65536,14336,4096,32887807.85
65536,14336,5120,38464511.87
65536,14336,8192,60600320.82
65536,25600,128,4440576.08
65536,25600,256,7487999.92
65536,25600,512,9531391.62
65536,25600,1024,22864384.65
65536,25600,2048,29429247.86
65536,25600,3072,43077632.90
65536,25600,4096,57433599.47
65536,25600,5120,69062145.23
65536,27648,128,4960256.10
65536,27648,256,8057855.61
65536,27648,512,13445119.86
65536,27648,1024,24569344.52
65536,27648,2048,31767551.42
65536,27648,3072,46546945.57
65536,27648,4096,61979135.51
65536,27648,5120,74592254.64
65536,28672,128,4952063.80
65536,28672,256,8350720.41
65536,28672,512,13908479.69
65536,28672,1024,25614336.01
65536,28672,2048,32928768.16
65536,28672,3072,48429569.24
65536,28672,4096,64262146.00
65536,28672,5120,77310462.95
1,1024,1536,22528.00017595291
1,1024,2880,25599.999353289604
1,1024,3584,26623.99969995022
1,1024,5760,27648.000046610832
1,1024,7168,28672.000393271446
1,1536,1024,22528.00017595291
1,1536,1536,23040.00034928322
1,1536,2048,22528.00017595291
1,1536,2880,25599.999353289604
1,1536,3584,27648.000046610832
1,1536,4096,28672.000393271446
1,1536,5120,29696.00073993206
1,1536,5760,30719.999223947525
1,1536,7168,29696.00073993206
1,1536,8192,30719.999223947525
1,2048,1536,22528.00017595291
1,2048,2880,26623.99969995022
1,2048,3584,27648.000046610832
1,2048,5760,34816.00061058998
1,2048,7168,36864.00130391121
1,2880,1024,22528.00017595291
1,2880,1536,23552.000522613525
1,2880,2048,25599.999353289604
1,2880,2880,28160.00021994114
1,2880,3584,29696.00073993206
1,2880,4096,30719.999223947525
1,2880,5120,32767.999917268753
1,2880,5760,38911.99827194214
1,2880,7168,50687.9985332489
1,2880,8192,54271.99974656105
1,3584,1024,22528.00017595291
1,3584,1536,23552.000522613525
1,3584,2048,25599.999353289604
1,3584,2880,29696.00073993206
1,3584,3584,32767.999917268753
1,3584,4096,33792.00026392937
1,3584,5120,47104.00104522705
1,3584,5760,50687.9985332489
1,3584,7168,57344.00078654289
1,3584,8192,62463.998794555664
1,4096,1536,23552.000522613525
1,4096,2880,30719.999223947525
1,4096,3584,32767.999917268753
1,4096,5760,54271.99974656105
1,4096,7168,61951.99862122536
1,5120,1536,25599.999353289604
1,5120,2880,32767.999917268753
1,5120,3584,40959.99896526337
1,5120,5760,61439.99844789505
1,5120,7168,72704.0022611618
1,5760,1024,22528.00017595291
1,5760,1536,25599.999353289604
1,5760,2048,28672.000393271446
1,5760,2880,33792.00026392937
1,5760,3584,45056.00035190582
1,5760,4096,53759.99957323074
1,5760,5120,61439.99844789505
1,5760,5760,66560.00018119812
1,5760,7168,78847.99689054489
1,5760,8192,87039.9996638298
1,7168,1024,24576.00086927414
1,7168,1536,29696.00073993206
1,7168,2048,33792.00026392937
1,7168,2880,45056.00035190582
1,7168,3584,52223.99905323982
1,7168,4096,63487.99914121628
1,7168,5120,73728.00260782242
1,7168,5760,80383.99741053581
1,7168,7168,94208.0020904541
1,7168,8192,97280.00313043594
1,8192,1536,29184.000566601753
1,8192,2880,49152.00173854828
1,8192,3584,57344.00078654289
1,8192,5760,81407.99775719643
1,8192,7168,99327.99637317657
1,11520,1024,25088.00011128187
1,11520,1536,38911.99827194214
1,11520,2048,48128.001391887665
1,11520,2880,62463.998794555664
1,11520,3584,74240.00278115273
1,11520,4096,81919.99793052673
1,11520,5120,99327.99637317657
1,11520,5760,109567.99983978271
1,11520,7168,134143.99325847626
1,11520,8192,150527.99880504608
1,14336,1536,50175.998359918594
1,14336,2880,86015.99931716919
1,14336,3584,99839.99654650688
1,14336,5760,144383.9967250824
1,14336,7168,171008.00573825836
2,1024,1024,22528.00017595291
2,1024,1536,26623.99969995022
2,1024,2048,26623.99969995022
2,1024,2880,27648.000046610832
2,1024,3584,25599.999353289604
2,1024,4096,26623.99969995022
2,1024,5120,26623.99969995022
2,1024,5760,27648.000046610832
2,1024,7168,29696.00073993206
2,1024,8192,30719.999223947525
2,1536,1024,22528.00017595291
2,1536,1536,23552.000522613525
2,1536,2048,26623.99969995022
2,1536,2880,26623.99969995022
2,1536,3584,25599.999353289604
2,1536,4096,28160.00021994114
2,1536,5120,29696.00073993206
2,1536,5760,27648.000046610832
2,1536,7168,28672.000393271446
2,1536,8192,31231.999397277832
2,2048,1024,22016.000002622604
2,2048,1536,23552.000522613525
2,2048,2048,25599.999353289604
2,2048,2880,27648.000046610832
2,2048,3584,28672.000393271446
2,2048,4096,29696.00073993206
2,2048,5120,31743.99957060814
2,2048,5760,32767.999917268753
2,2048,7168,35840.000957250595
2,2048,8192,39935.99861860275
2,2880,1024,22528.00017595291
2,2880,1536,23552.000522613525
2,2880,2048,25599.999353289604
2,2880,2880,29696.00073993206
2,2880,3584,30719.999223947525
2,2880,4096,32767.999917268753
2,2880,5120,35840.000957250595
2,2880,5760,39935.99861860275
2,2880,7168,51199.99870657921
2,2880,8192,54271.99974656105
2,3584,1024,22528.00017595291
2,3584,1536,24576.00086927414
2,3584,2048,25599.999353289604
2,3584,2880,29696.00073993206
2,3584,3584,32767.999917268753
2,3584,4096,34816.00061058998
2,3584,5120,42495.99948525429
2,3584,5760,46080.00069856644
2,3584,7168,53247.99939990044
2,3584,8192,58368.00113320351
2,4096,1024,22528.00017595291
2,4096,1536,24576.00086927414
2,4096,2048,26623.99969995022
2,4096,2880,29696.00073993206
2,4096,3584,32767.999917268753
2,4096,4096,35840.000957250595
2,4096,5120,52223.99905323982
2,4096,5760,56320.00043988228
2,4096,7168,62463.998794555664
2,4096,8192,69632.00122117996
2,5120,1024,22528.00017595291
2,5120,1536,25088.00011128187
2,5120,2048,27648.000046610832
2,5120,2880,32767.999917268753
2,5120,3584,40959.99896526337
2,5120,4096,46080.00069856644
2,5120,5120,59392.00147986412
2,5120,5760,64511.99948787689
2,5120,7168,74752.00295448303
2,5120,8192,81407.99775719643
2,5760,1024,24064.000695943832
2,5760,1536,25599.999353289604
2,5760,2048,28672.000393271446
2,5760,2880,34304.000437259674
2,5760,3584,45056.00035190582
2,5760,4096,49152.00173854828
2,5760,5120,65535.999834537506
2,5760,5760,70144.00139451027
2,5760,7168,80895.99758386612
2,5760,8192,86015.99931716919
2,7168,1024,22528.00017595291
2,7168,1536,25088.00011128187
2,7168,2048,27648.000046610832
2,7168,2880,44032.00000524521
2,7168,3584,56320.00043988228
2,7168,4096,61439.99844789505
2,7168,5120,72192.0020878315
2,7168,5760,78335.99671721458
2,7168,7168,91136.00105047226
2,7168,8192,101375.9970664978
2,8192,1024,22528.00017595291
2,8192,1536,24576.00086927414
2,8192,2048,33792.00026392937
2,8192,2880,47104.00104522705
2,8192,3584,55296.000093221664
2,8192,4096,61439.99844789505
2,8192,5120,73216.00243449211
2,8192,5760,81407.99775719643
2,8192,7168,97280.00313043594
2,8192,8192,110080.00001311302
2,11520,1024,22528.00017595291
2,11520,1536,37376.001477241516
2,11520,2048,47104.00104522705
2,11520,2880,61439.99844789505
2,11520,3584,72704.0022611618
2,11520,4096,79871.9972372055
2,11520,5120,97280.00313043594
2,11520,5760,108031.9993197918
2,11520,7168,132095.99256515503
2,11520,8192,149504.00590896606
2,14336,1024,28672.000393271446
2,14336,1536,47104.00104522705
2,14336,2048,56832.000613212585
2,14336,2880,73728.00260782242
2,14336,3584,89088.00035715103
2,14336,4096,99327.99637317657
2,14336,5120,120832.00365304947
2,14336,5760,134143.99325847626
2,14336,7168,163839.99586105347
2,14336,8192,185343.99569034576
4,1024,1536,26623.99969995022
4,1024,2880,27135.999873280525
4,1024,3584,25599.999353289604
4,1024,5760,25599.999353289604
4,1024,7168,25599.999353289604
4,1536,1024,22528.00017595291
4,1536,1536,23552.000522613525
4,1536,2048,25599.999353289604
4,1536,2880,25599.999353289604
4,1536,3584,25599.999353289604
4,1536,4096,25599.999353289604
4,1536,5120,25599.999353289604
4,1536,5760,25599.999353289604
4,1536,7168,24576.00086927414
4,1536,8192,27648.000046610832
4,2048,1536,22528.00017595291
4,2048,2880,24576.00086927414
4,2048,3584,25599.999353289604
4,2048,5760,27648.000046610832
4,2048,7168,29696.00073993206
4,2880,1024,22528.00017595291
4,2880,1536,22528.00017595291
4,2880,2048,22528.00017595291
4,2880,2880,25599.999353289604
4,2880,3584,26623.99969995022
4,2880,4096,26623.99969995022
4,2880,5120,29696.00073993206
4,2880,5760,35840.000957250595
4,2880,7168,49152.00173854828
4,2880,8192,53247.99939990044
4,3584,1024,22528.00017595291
4,3584,1536,22528.00017595291
4,3584,2048,22528.00017595291
4,3584,2880,25088.00011128187
4,3584,3584,27648.000046610832
4,3584,4096,28672.000393271446
4,3584,5120,46080.00069856644
4,3584,5760,50175.998359918594
4,3584,7168,57344.00078654289
4,3584,8192,61439.99844789505
4,4096,1536,23552.000522613525
4,4096,2880,25599.999353289604
4,4096,3584,27648.000046610832
4,4096,5760,53247.99939990044
4,4096,7168,60416.001826524734
4,5120,1536,22528.00017595291
4,5120,2880,27648.000046610832
4,5120,3584,39935.99861860275
4,5120,5760,61439.99844789505
4,5120,7168,71168.00174117088
4,5760,1024,22528.00017595291
4,5760,1536,22528.00017595291
4,5760,2048,24576.00086927414
4,5760,2880,32767.999917268753
4,5760,3584,44032.00000524521
4,5760,4096,48128.001391887665
4,5760,5120,60416.001826524734
4,5760,5760,66560.00018119812
4,5760,7168,77823.99654388428
4,5760,8192,86015.99931716919
4,7168,1024,22528.00017595291
4,7168,1536,25599.999353289604
4,7168,2048,28672.000393271446
4,7168,2880,44032.00000524521
4,7168,3584,55296.000093221664
4,7168,4096,61439.99844789505
4,7168,5120,71680.00191450119
4,7168,5760,77823.99654388428
4,7168,7168,91136.00105047226
4,7168,8192,101375.9970664978
4,8192,1536,25599.999353289604
4,8192,2880,47104.00104522705
4,8192,3584,55296.000093221664
4,8192,5760,81919.99793052673
4,8192,7168,98304.00347709656
4,11520,1024,22528.00017595291
4,11520,1536,37888.00165057182
4,11520,2048,48128.001391887665
4,11520,2880,61439.99844789505
4,11520,3584,72704.0022611618
4,11520,4096,79871.9972372055
4,11520,5120,97792.00330376625
4,11520,5760,108543.9994931221
4,11520,7168,132095.99256515503
4,11520,8192,149504.00590896606
4,14336,1536,46080.00069856644
4,14336,2880,73728.00260782242
4,14336,3584,89088.00035715103
4,14336,5760,133120.00036239624
4,14336,7168,162816.00296497345
8,1024,1536,26623.99969995022
8,1024,2880,26623.99969995022
8,1024,3584,25599.999353289604
8,1024,5760,25599.999353289604
8,1024,7168,25599.999353289604
8,1536,1024,21503.999829292297
8,1536,1536,22528.00017595291
8,1536,2048,25599.999353289604
8,1536,2880,26623.99969995022
8,1536,3584,25599.999353289604
8,1536,4096,25599.999353289604
8,1536,5120,25599.999353289604
8,1536,5760,24576.00086927414
8,1536,7168,25599.999353289604
8,1536,8192,26623.99969995022
8,2048,1536,22528.00017595291
8,2048,2880,24576.00086927414
8,2048,3584,24576.00086927414
8,2048,5760,27648.000046610832
8,2048,7168,29696.00073993206
8,2880,1024,21503.999829292297
8,2880,1536,22528.00017595291
8,2880,2048,26623.99969995022
8,2880,2880,26623.99969995022
8,2880,3584,26623.99969995022
8,2880,4096,25599.999353289604
8,2880,5120,28672.000393271446
8,2880,5760,37888.00165057182
8,2880,7168,48128.001391887665
8,2880,8192,52223.99905323982
8,3584,1024,22528.00017595291
8,3584,1536,22528.00017595291
8,3584,2048,26623.99969995022
8,3584,2880,29696.00073993206
8,3584,3584,32767.999917268753
8,3584,4096,34816.00061058998
8,3584,5120,52223.99905323982
8,3584,5760,55296.000093221664
8,3584,7168,65023.9996612072
8,3584,8192,71680.00191450119
8,4096,1536,22528.00017595291
8,4096,2880,25599.999353289604
8,4096,3584,27648.000046610832
8,4096,5760,53247.99939990044
8,4096,7168,61439.99844789505
8,5120,1536,22528.00017595291
8,5120,2880,27648.000046610832
8,5120,3584,39935.99861860275
8,5120,5760,61439.99844789505
8,5120,7168,71168.00174117088
8,5760,1024,22528.00017595291
8,5760,1536,22528.00017595291
8,5760,2048,23552.000522613525
8,5760,2880,32767.999917268753
8,5760,3584,43519.9998319149
8,5760,4096,48128.001391887665
8,5760,5120,61439.99844789505
8,5760,5760,67072.00035452843
8,5760,7168,78335.99671721458
8,5760,8192,86527.9994904995
8,7168,1024,22528.00017595291
8,7168,1536,24576.00086927414
8,7168,2048,28672.000393271446
8,7168,2880,44032.00000524521
8,7168,3584,56320.00043988228
8,7168,4096,61439.99844789505
8,7168,5120,71680.00191450119
8,7168,5760,78847.99689054489
8,7168,7168,92160.00139713287
8,7168,8192,98304.00347709656
8,8192,1536,24576.00086927414
8,8192,2880,48128.001391887665
8,8192,3584,55296.000093221664
8,8192,5760,81919.99793052673
8,8192,7168,98304.00347709656
8,11520,1024,22528.00017595291
8,11520,1536,37888.00165057182
8,11520,2048,48128.001391887665
8,11520,2880,62463.998794555664
8,11520,3584,72704.0022611618
8,11520,4096,80895.99758386612
8,11520,5120,97792.00330376625
8,11520,5760,109567.99983978271
8,11520,7168,132095.99256515503
8,11520,8192,150527.99880504608
8,14336,1536,46080.00069856644
8,14336,2880,73728.00260782242
8,14336,3584,88064.00001049042
8,14336,5760,134655.99715709686
8,14336,7168,163327.99941301346
16,1024,1536,26623.99969995022
16,1024,2880,26623.99969995022
16,1024,3584,25599.999353289604
16,1024,5760,25599.999353289604
16,1024,7168,25599.999353289604
16,1536,1024,22528.00017595291
16,1536,1536,22528.00017595291
16,1536,2048,25599.999353289604
16,1536,2880,26623.99969995022
16,1536,3584,25599.999353289604
16,1536,4096,24576.00086927414
16,1536,5120,24576.00086927414
16,1536,5760,25599.999353289604
16,1536,7168,25088.00011128187
16,1536,8192,26623.99969995022
16,2048,1536,22528.00017595291
16,2048,2880,25599.999353289604
16,2048,3584,25088.00011128187
16,2048,5760,28160.00021994114
16,2048,7168,30207.999981939793
16,2880,1024,22528.00017595291
16,2880,1536,22528.00017595291
16,2880,2048,26623.99969995022
16,2880,2880,27135.999873280525
16,2880,3584,26623.99969995022
16,2880,4096,25599.999353289604
16,2880,5120,29696.00073993206
16,2880,5760,37888.00165057182
16,2880,7168,48128.001391887665
16,2880,8192,52223.99905323982
16,3584,1024,22528.00017595291
16,3584,1536,22528.00017595291
16,3584,2048,26623.99969995022
16,3584,2880,29696.00073993206
16,3584,3584,32767.999917268753
16,3584,4096,34816.00061058998
16,3584,5120,53247.99939990044
16,3584,5760,56320.00043988228
16,3584,7168,66560.00018119812
16,3584,8192,72704.0022611618
16,4096,1536,22528.00017595291
16,4096,2880,25599.999353289604
16,4096,3584,27648.000046610832
16,4096,5760,54271.99974656105
16,4096,7168,60928.00013720989
16,5120,1536,22528.00017595291
16,5120,2880,27648.000046610832
16,5120,3584,39935.99861860275
16,5120,5760,62463.998794555664
16,5120,7168,72704.0022611618
16,5760,1024,22528.00017595291
16,5760,1536,22528.00017595291
16,5760,2048,23552.000522613525
16,5760,2880,32767.999917268753
16,5760,3584,44032.00000524521
16,5760,4096,55296.000093221664
16,5760,5120,61439.99844789505
16,5760,5760,67584.00052785873
16,5760,7168,78847.99689054489
16,5760,8192,87039.9996638298
16,7168,1024,22528.00017595291
16,7168,1536,25599.999353289604
16,7168,2048,28672.000393271446
16,7168,2880,44032.00000524521
16,7168,3584,50175.998359918594
16,7168,4096,55296.000093221664
16,7168,5120,72704.0022611618
16,7168,5760,78847.99689054489
16,7168,7168,88064.00001049042
16,7168,8192,99327.99637317657
16,8192,1536,25088.00011128187
16,8192,2880,47104.00104522705
16,8192,3584,55296.000093221664
16,8192,5760,81919.99793052673
16,8192,7168,98304.00347709656
16,11520,1024,22528.00017595291
16,11520,1536,37888.00165057182
16,11520,2048,48128.001391887665
16,11520,2880,62463.998794555664
16,11520,3584,73728.00260782242
16,11520,4096,81919.99793052673
16,11520,5120,98304.00347709656
16,11520,5760,109567.99983978271
16,11520,7168,133120.00036239624
16,11520,8192,150527.99880504608
16,14336,1536,47104.00104522705
16,14336,2880,74752.00295448303
16,14336,3584,90112.00070381165
16,14336,5760,135168.00105571747
16,14336,7168,163839.99586105347
32,1024,1536,25599.999353289604
32,1024,2880,27648.000046610832
32,1024,3584,25599.999353289604
32,1024,5760,24576.00086927414
32,1024,7168,24576.00086927414
32,1536,1024,22528.00017595291
32,1536,1536,25599.999353289604
32,1536,2048,25599.999353289604
32,1536,2880,25599.999353289604
32,1536,3584,25599.999353289604
32,1536,4096,25599.999353289604
32,1536,5120,24576.00086927414
32,1536,5760,24576.00086927414
32,1536,7168,25599.999353289604
32,1536,8192,26623.99969995022
32,2048,1536,26623.99969995022
32,2048,2880,25599.999353289604
32,2048,3584,25599.999353289604
32,2048,5760,26623.99969995022
32,2048,7168,30207.999981939793
32,2880,1024,22528.00017595291
32,2880,1536,22528.00017595291
32,2880,2048,22528.00017595291
32,2880,2880,24576.00086927414
32,2880,3584,25599.999353289604
32,2880,4096,25599.999353289604
32,2880,5120,31743.99957060814
32,2880,5760,40959.99896526337
32,2880,7168,49152.00173854828
32,2880,8192,53247.99939990044
32,3584,1024,21503.999829292297
32,3584,1536,22528.00017595291
32,3584,2048,22528.00017595291
32,3584,2880,25088.00011128187
32,3584,3584,27648.000046610832
32,3584,4096,29696.00073993206
32,3584,5120,40959.99896526337
32,3584,5760,45056.00035190582
32,3584,7168,51199.99870657921
32,3584,8192,56320.00043988228
32,4096,1536,22528.00017595291
32,4096,2880,25599.999353289604
32,4096,3584,27648.000046610832
32,4096,5760,48128.001391887665
32,4096,7168,55296.000093221664
32,5120,1536,22528.00017595291
32,5120,2880,27648.000046610832
32,5120,3584,40959.99896526337
32,5120,5760,56320.00043988228
32,5120,7168,67584.00052785873
32,5760,1024,22528.00017595291
32,5760,1536,22528.00017595291
32,5760,2048,23552.000522613525
32,5760,2880,33792.00026392937
32,5760,3584,45056.00035190582
32,5760,4096,48640.00156521797
32,5760,5120,57856.0009598732
32,5760,5760,63487.99914121628
32,5760,7168,75776.00330114365
32,5760,8192,89088.00035715103
32,7168,1024,22528.00017595291
32,7168,1536,25599.999353289604
32,7168,2048,28672.000393271446
32,7168,2880,45056.00035190582
32,7168,3584,52223.99905323982
32,7168,4096,57344.00078654289
32,7168,5120,68608.00087451935
32,7168,5760,75776.00330114365
32,7168,7168,90112.00070381165
32,7168,8192,99839.99654650688
32,8192,1536,24576.00086927414
32,8192,2880,47104.00104522705
32,8192,3584,55296.000093221664
32,8192,5760,82943.99827718735
32,8192,7168,99327.99637317657
32,11520,1024,22528.00017595291
32,11520,1536,38911.99827194214
32,11520,2048,49152.00173854828
32,11520,2880,61439.99844789505
32,11520,3584,73728.00260782242
32,11520,4096,82431.99810385704
32,11520,5120,99327.99637317657
32,11520,5760,109567.99983978271
32,11520,7168,133120.00036239624
32,11520,8192,149504.00590896606
