M,N,K,latency_ns
1024,14336,13824,615472.02
1024,14336,14336,671040.00
1024,14336,25600,1160048.01
1024,14336,27648,1282559.99
1024,14336,28672,1329424.02
1024,25600,128,38896.00
1024,25600,256,49584.00
1024,25600,512,69408.00
1024,25600,1024,110288.00
1024,25600,2048,181376.00
1024,25600,3072,252687.99
1024,25600,4096,325119.99
1024,25600,5120,407792.00
1024,25600,8192,701024.03
1024,25600,11008,917184.00
1024,25600,13824,1137552.02
1024,25600,14336,1155103.98
1024,25600,25600,2023344.04
1024,25600,27648,2258112.07
1024,25600,28672,2343840.00
1024,27648,128,42848.00
1024,27648,256,54432.00
1024,27648,512,85440.00
1024,27648,1024,134672.00
1024,27648,2048,223120.00
1024,27648,3072,288048.00
1024,27648,4096,371328.00
1024,27648,5120,469727.99
1024,27648,8192,753311.99
1024,27648,11008,1039391.99
1024,27648,13824,1263231.99
1024,27648,14336,1269472.00
1024,27648,25600,2243488.07
1024,27648,27648,2528431.89
1024,27648,28672,2565072.06
1024,28672,128,42720.00
1024,28672,256,52720.00
1024,28672,512,76880.00
1024,28672,1024,119600.00
1024,28672,2048,207872.00
1024,28672,3072,291456.00
1024,28672,4096,365456.00
1024,28672,5120,463056.00
1024,28672,8192,728416.03
1024,28672,11008,1004480.00
1024,28672,13824,1252623.98
1024,28672,14336,1300384.04
1024,28672,25600,2322879.91
1024,28672,27648,2532768.01
1024,28672,28672,2570368.05
2048,128,128,14896.00
2048,128,256,15136.00
2048,128,512,15680.00
2048,128,1024,16160.00
2048,128,2048,19008.00
2048,128,3072,20928.00
2048,128,4096,23232.00
2048,128,5120,26128.00
2048,128,8192,27536.00
2048,128,11008,35440.00
2048,128,13824,39312.00
2048,128,14336,39952.00
2048,128,25600,55920.00
2048,128,27648,57072.00
2048,128,28672,60128.00
2048,256,128,15056.00
2048,256,256,15008.00
2048,256,512,14976.00
2048,256,1024,15824.00
2048,256,2048,17248.00
2048,256,3072,19440.00
2048,256,4096,21536.00
2048,256,5120,23520.00
2048,256,8192,31952.00
2048,256,11008,42944.00
2048,256,13824,43408.00
2048,256,14336,44544.00
2048,256,25600,61568.00
2048,256,27648,65024.00
2048,256,28672,66272.00
2048,512,128,15072.00
2048,512,256,15040.00
2048,512,512,15216.00
2048,512,1024,16288.00
2048,512,2048,19648.00
2048,512,3072,23136.00
2048,512,4096,26544.00
2048,512,5120,31584.00
2048,512,8192,38624.00
2048,512,11008,56368.00
2048,512,13824,55632.00
2048,512,14336,62160.00
2048,512,25600,88096.00
2048,512,27648,96896.00
2048,512,28672,99712.00
2048,1024,128,14944.00
2048,1024,256,15760.00
2048,1024,512,16368.00
2048,1024,1024,18864.00
2048,1024,2048,24096.00
2048,1024,3072,30080.00
2048,1024,4096,35776.00
2048,1024,5120,40928.00
2048,1024,8192,56960.00
2048,1024,11008,72480.00
2048,1024,13824,90192.00
2048,1024,14336,93104.00
2048,1024,25600,154480.00
2048,1024,27648,165664.00
2048,1024,28672,171424.00
2048,2048,128,16176.00
2048,2048,256,17408.00
2048,2048,512,20160.00
2048,2048,1024,25456.00
2048,2048,2048,36000.00
2048,2048,3072,50736.00
2048,2048,4096,62000.00
2048,2048,5120,73552.00
2048,2048,8192,105328.00
2048,2048,11008,136000.00
2048,2048,13824,166000.00
2048,2048,14336,172880.00
2048,2048,25600,290944.00
2048,2048,27648,325935.99
2048,2048,28672,343664.01
2048,3072,128,18400.00
2048,3072,256,20800.00
2048,3072,512,25664.00
2048,3072,1024,35200.00
2048,3072,2048,53216.00
2048,3072,3072,70992.00
2048,3072,4096,90032.00
2048,3072,5120,109872.00
2048,3072,8192,157360.00
2048,3072,11008,205008.00
2048,3072,13824,251567.99
2048,3072,14336,274336.00
2048,3072,25600,477008.00
2048,3072,27648,530207.99
2048,3072,28672,558800.01
2048,4096,128,20592.00
2048,4096,256,24304.00
2048,4096,512,30976.00
2048,4096,1024,44064.00
2048,4096,2048,70752.00
2048,4096,3072,90624.00
2048,4096,4096,116800.00
2048,4096,5120,141456.00
2048,4096,8192,205520.00
2048,4096,11008,268592.00
2048,4096,13824,331312.00
2048,4096,14336,343536.00
2048,4096,25600,609312.03
2048,4096,27648,688144.00
2048,4096,28672,710464.00
2048,5120,128,22800.00
2048,5120,256,27264.00
2048,5120,512,35504.00
2048,5120,1024,52208.00
2048,5120,2048,82800.00
2048,5120,3072,109296.00
2048,5120,4096,140127.99
2048,5120,5120,169424.00
2048,5120,8192,255519.99
2048,5120,11008,332271.99
2048,5120,13824,430592.00
2048,5120,14336,460640.00
2048,5120,25600,827008.01
2048,5120,27648,874080.00
2048,5120,28672,892943.98
2048,8192,128,29248.00
2048,8192,256,36272.00
2048,8192,512,48976.00
2048,8192,1024,74448.00
2048,8192,2048,126272.00
2048,8192,3072,168416.00
2048,8192,4096,214752.00
2048,8192,5120,260928.00
2048,8192,8192,394432.01
2048,8192,11008,540975.99
2048,8192,13824,695456.03
2048,8192,14336,741135.98
2048,8192,25600,1294784.01
2048,8192,27648,1511152.03
2048,8192,28672,1465360.05
2048,11008,128,38880.00
2048,11008,256,49136.00
2048,11008,512,68272.00
2048,11008,1024,105072.00
2048,11008,2048,178336.00
2048,11008,3072,226880.01
2048,11008,4096,289792.00
2048,11008,5120,353120.00
2048,11008,8192,560512.01
2048,11008,11008,781664.01
2048,11008,13824,996896.03
2048,11008,14336,1009408.00
2048,11008,25600,1785568.00
2048,11008,27648,1901887.95
2048,11008,28672,2121248.01
2048,13824,128,40448.00
2048,13824,256,52160.00
2048,13824,512,76432.00
2048,13824,1024,121504.00
2048,13824,2048,209088.01
2048,13824,3072,276496.01
2048,13824,4096,353984.00
2048,13824,5120,436192.01
2048,13824,8192,716496.02
2048,13824,11008,967408.00
2048,13824,13824,1229007.96
2048,13824,14336,1257248.04
2048,13824,25600,2238240.00
2048,13824,27648,2447871.92
2048,13824,28672,2525087.95
2048,14336,128,41824.00
2048,14336,256,53792.00
2048,14336,512,78448.00
2048,14336,1024,116848.00
2048,14336,2048,204368.00
2048,14336,3072,281312.00
2048,14336,4096,363440.01
2048,14336,5120,444752.01
2048,14336,8192,706000.00
2048,14336,11008,1027328.01
2048,14336,13824,1258639.99
2048,14336,14336,1278704.05
2048,14336,25600,2295247.91
2048,14336,27648,2283743.98
2048,14336,28672,2470864.06
2048,25600,128,63008.00
2048,25600,256,86064.00
2048,25600,512,126848.00
2048,25600,1024,208848.00
2048,25600,2048,341664.00
2048,25600,3072,482704.00
2048,25600,4096,692176.01
2048,25600,5120,848544.00
2048,25600,8192,1328336.00
2048,25600,11008,1808543.98
2048,25600,13824,2269359.95
2048,25600,14336,2242208.00
2048,25600,25600,4152976.04
2048,25600,27648,4424000.02
2048,25600,28672,4588816.17
2048,27648,128,67936.00
2048,27648,256,93248.00
2048,27648,512,134576.00
2048,27648,1024,219632.00
2048,27648,2048,369200.01
2048,27648,3072,526640.00
2048,27648,4096,733184.01
2048,27648,5120,986943.99
2048,27648,8192,1475359.98
2048,27648,11008,1855455.99
2048,27648,13824,2403039.93
2048,27648,14336,2488000.04
2048,27648,25600,4442095.99
2048,27648,27648,4793008.09
2048,27648,28672,4972687.96
2048,28672,128,70608.00
2048,28672,256,94464.00
2048,28672,512,139120.00
2048,28672,1024,223632.00
2048,28672,2048,374544.01
2048,28672,3072,537280.02
2048,28672,4096,718752.00
2048,28672,5120,912399.98
2048,28672,8192,1573824.05
2048,28672,11008,1997888.03
2048,28672,13824,2402127.98
2048,28672,14336,2544224.02
2048,28672,25600,4522288.08
2048,28672,27648,4879983.90
2048,28672,28672,5091824.05
4096,128,128,14944.00
4096,128,256,15376.00
4096,128,512,15728.00
4096,128,1024,16640.00
4096,128,2048,18912.00
4096,128,3072,21376.00
4096,128,4096,23232.00
4096,128,5120,27904.00
4096,128,8192,37712.00
4096,128,11008,52912.00
4096,128,13824,60912.00
4096,128,14336,62688.00
4096,128,25600,99600.00
4096,128,27648,100560.00
4096,128,28672,104176.00
4096,256,128,15104.00
4096,256,256,15744.00
4096,256,512,16240.00
4096,256,1024,18432.00
4096,256,2048,23280.00
4096,256,3072,27872.00
4096,256,4096,31824.00
4096,256,5120,36832.00
4096,256,8192,49200.00
4096,256,11008,67504.00
4096,256,13824,74896.00
4096,256,14336,77360.00
4096,256,25600,118528.00
4096,256,27648,109280.00
4096,256,28672,112304.00
4096,512,128,15040.00
4096,512,256,15792.00
4096,512,512,16496.00
4096,512,1024,19184.00
4096,512,2048,24336.00
4096,512,3072,30816.00
4096,512,4096,36224.00
4096,512,5120,41744.00
4096,512,8192,57952.00
4096,512,11008,82288.00
4096,512,13824,99504.00
4096,512,14336,101744.00
4096,512,25600,160336.00
4096,512,27648,172832.00
4096,512,28672,192288.00
4096,1024,128,16960.00
4096,1024,256,18640.00
4096,1024,512,21712.00
4096,1024,1024,28192.00
4096,1024,2048,40176.00
4096,1024,3072,52544.00
4096,1024,4096,64144.00
4096,1024,5120,76112.00
4096,1024,8192,114144.00
4096,1024,11008,138672.00
4096,1024,13824,168784.00
4096,1024,14336,172912.00
4096,1024,25600,291615.99
4096,1024,27648,338272.01
4096,1024,28672,354912.00
4096,2048,128,20272.00
4096,2048,256,23584.00
4096,2048,512,29968.00
4096,2048,1024,42288.00
4096,2048,2048,67376.00
4096,2048,3072,87136.00
4096,2048,4096,111584.00
4096,2048,5120,135088.00
4096,2048,8192,202848.00
4096,2048,11008,263008.00
4096,2048,13824,334864.01
4096,2048,14336,347040.00
4096,2048,25600,617439.99
4096,2048,27648,669104.01
4096,2048,28672,709360.00
4096,3072,128,25264.00
4096,3072,256,30864.00
4096,3072,512,40160.00
4096,3072,1024,59712.00
4096,3072,2048,96752.00
4096,3072,3072,128464.00
4096,3072,4096,163664.00
4096,3072,5120,197872.00
4096,3072,8192,296304.00
4096,3072,11008,403295.99
4096,3072,13824,499696.00
4096,3072,14336,519023.98
4096,3072,25600,951152.00
4096,3072,27648,1070431.95
4096,3072,28672,1061055.96
4096,4096,128,29104.00
4096,4096,256,35856.00
4096,4096,512,49536.00
4096,4096,1024,74928.00
4096,4096,2048,127408.00
4096,4096,3072,178832.00
4096,4096,4096,213904.00
4096,4096,5120,259680.00
4096,4096,8192,400815.99
4096,4096,11008,529327.99
4096,4096,13824,703328.01
4096,4096,14336,750992.00
4096,4096,25600,1297775.98
4096,4096,27648,1388176.02
4096,4096,28672,1465631.96
4096,5120,128,35232.00
4096,5120,256,44480.00
4096,5120,512,61408.00
4096,5120,1024,95040.00
4096,5120,2048,156432.00
4096,5120,3072,220064.00
4096,5120,4096,282368.00
4096,5120,5120,339680.00
4096,5120,8192,548287.99
4096,5120,11008,764431.98
4096,5120,13824,932303.99
4096,5120,14336,948464.01
4096,5120,25600,1673247.99
4096,5120,27648,1681248.01
4096,5120,28672,1769616.01
4096,8192,128,45024.00
4096,8192,256,56256.00
4096,8192,512,82560.00
4096,8192,1024,132816.00
4096,8192,2048,220896.01
4096,8192,3072,313040.00
4096,8192,4096,403344.01
4096,8192,5120,498432.01
4096,8192,8192,784800.02
4096,8192,11008,1082687.97
4096,8192,13824,1362415.97
4096,8192,14336,1411935.99
4096,8192,25600,2674304.01
4096,8192,27648,2688736.08
4096,8192,28672,2914288.04
4096,11008,128,60096.00
4096,11008,256,72464.00
4096,11008,512,110496.00
4096,11008,1024,181568.00
4096,11008,2048,302448.00
4096,11008,3072,434976.01
4096,11008,4096,603488.00
4096,11008,5120,750112.00
4096,11008,8192,1206240.00
4096,11008,11008,1552703.98
4096,11008,13824,1915247.98
4096,11008,14336,2130800.01
4096,11008,25600,3564239.98
4096,11008,27648,3786304.00
4096,11008,28672,3962960.00
4096,13824,128,63760.00
4096,13824,256,92912.00
4096,13824,512,138239.99
4096,13824,1024,226047.99
4096,13824,2048,371472.00
4096,13824,3072,534960.00
4096,13824,4096,742064.00
4096,13824,5120,927583.99
4096,13824,8192,1535936.00
4096,13824,11008,1962271.99
4096,13824,13824,2394528.03
4096,13824,14336,2515599.97
4096,13824,25600,4245248.08
4096,13824,27648,4580575.94
4096,13824,28672,4967536.21
4096,14336,128,68144.00
4096,14336,256,93568.00
4096,14336,512,138496.00
4096,14336,1024,217584.00
4096,14336,2048,381120.00
4096,14336,3072,548384.01
4096,14336,4096,744832.01
4096,14336,5120,986863.97
4096,14336,8192,1512752.00
4096,14336,11008,1965648.00
4096,14336,13824,2458863.97
4096,14336,14336,2548879.98
4096,14336,25600,4361439.94
4096,14336,27648,4863615.99
4096,14336,28672,5043663.98
4096,25600,128,109008.00
4096,25600,256,155696.00
4096,25600,512,240192.00
4096,25600,1024,375856.00
4096,25600,2048,661760.00
4096,25600,3072,988624.01
4096,25600,4096,1351776.00
4096,25600,5120,1692671.95
4096,25600,8192,2553264.02
4096,25600,11008,3652063.97
4096,25600,13824,4299712.18
4096,25600,14336,4611744.17
4096,25600,25600,8187200.07
4096,25600,27648,8830592.16
4096,25600,28672,9157583.71
4096,27648,128,111712.00
4096,27648,256,154304.01
4096,27648,512,245840.00
4096,27648,1024,411824.00
4096,27648,2048,730800.00
4096,27648,3072,1106912.02
4096,27648,4096,1477536.02
4096,27648,5120,1819648.03
4096,27648,8192,2861920.00
4096,27648,11008,3826960.09
4096,27648,13824,4769599.91
4096,27648,14336,5001183.99
4096,27648,25600,8781824.11
4096,27648,27648,9456415.65
4096,27648,28672,9915503.98
4096,28672,128,121536.00
4096,28672,256,169744.00
4096,28672,512,245680.00
4096,28672,1024,406608.00
4096,28672,2048,742192.00
4096,28672,3072,1108431.99
4096,28672,4096,1504431.96
4096,28672,5120,1811887.98
4096,28672,8192,2927711.96
4096,28672,11008,3909471.99
4096,28672,13824,4890143.87
4096,28672,14336,5115567.92
4096,28672,25600,8994719.98
4096,28672,27648,9707007.88
4096,28672,28672,10085055.83
8192,128,128,15696.00
8192,128,256,15808.00
8192,128,512,16192.00
8192,128,1024,18272.00
8192,128,2048,22144.00
8192,128,3072,32624.00
8192,128,4096,37680.00
8192,128,5120,44064.00
8192,128,8192,60096.00
8192,128,11008,75952.00
8192,128,13824,89952.00
8192,128,14336,91024.00
8192,128,25600,164352.00
8192,128,27648,176160.00
8192,128,28672,180544.00
8192,256,128,14960.00
8192,256,256,15984.00
8192,256,512,16480.00
8192,256,1024,18992.00
8192,256,2048,24576.00
8192,256,3072,33424.00
8192,256,4096,39312.00
8192,256,5120,46128.00
8192,256,8192,62960.00
8192,256,11008,82112.00
8192,256,13824,101472.00
8192,256,14336,105200.00
8192,256,25600,174560.00
8192,256,27648,186816.00
8192,256,28672,193360.00
8192,512,128,16992.00
8192,512,256,18832.00
8192,512,512,21824.00
8192,512,1024,28480.00
8192,512,2048,41024.00
8192,512,3072,52032.00
8192,512,4096,62464.00
8192,512,5120,74432.00
8192,512,8192,113568.00
8192,512,11008,146192.00
8192,512,13824,182624.00
8192,512,14336,188896.00
8192,512,25600,322752.01
8192,512,27648,347056.00
8192,512,28672,369424.00
8192,1024,128,20656.00
8192,1024,256,23984.00
8192,1024,512,30832.00
8192,1024,1024,43728.00
8192,1024,2048,69952.00
8192,1024,3072,96912.00
8192,1024,4096,124032.00
8192,1024,5120,139071.99
8192,1024,8192,208848.00
8192,1024,11008,273248.00
8192,1024,13824,338655.99
8192,1024,14336,365904.00
8192,1024,25600,637904.02
8192,1024,27648,699088.01
8192,1024,28672,714352.01
8192,2048,128,29408.00
8192,2048,256,36704.00
8192,2048,512,49904.00
8192,2048,1024,75888.00
8192,2048,2048,128688.00
8192,2048,3072,167248.00
8192,2048,4096,213488.00
8192,2048,5120,259615.99
8192,2048,8192,393487.99
8192,2048,11008,540800.01
8192,2048,13824,707679.99
8192,2048,14336,732991.99
8192,2048,25600,1291360.02
8192,2048,27648,1403679.97
8192,2048,28672,1441792.01
8192,3072,128,35968.00
8192,3072,256,46080.00
8192,3072,512,66240.00
8192,3072,1024,105472.00
8192,3072,2048,182448.00
8192,3072,3072,258400.01
8192,3072,4096,312624.01
8192,3072,5120,387376.01
8192,3072,8192,652144.01
8192,3072,11008,865152.00
8192,3072,13824,1078047.99
8192,3072,14336,1088688.02
8192,3072,25600,2036400.08
8192,3072,27648,2143328.07
8192,3072,28672,2134544.01
8192,4096,128,44768.00
8192,4096,256,56832.00
8192,4096,512,82912.00
8192,4096,1024,134560.00
8192,4096,2048,221408.00
8192,4096,3072,315312.00
8192,4096,4096,408367.99
8192,4096,5120,502768.01
8192,4096,8192,799119.98
8192,4096,11008,1126592.04
8192,4096,13824,1430208.03
8192,4096,14336,1460016.01
8192,4096,25600,2605056.05
8192,4096,27648,2631664.04
8192,4096,28672,2836671.95
8192,5120,128,51616.00
8192,5120,256,70288.00
8192,5120,512,102672.00
8192,5120,1024,167440.00
8192,5120,2048,277919.99
8192,5120,3072,395264.00
8192,5120,4096,514128.00
8192,5120,5120,649663.98
8192,5120,8192,1143007.99
8192,5120,11008,1474431.99
8192,5120,13824,1792720.02
8192,5120,14336,1738047.96
8192,5120,25600,3293807.98
8192,5120,27648,3542479.99
8192,5120,28672,3567391.99
8192,8192,128,71856.00
8192,8192,256,94896.00
8192,8192,512,148736.00
8192,8192,1024,237808.00
8192,8192,2048,439551.99
8192,8192,3072,632063.98
8192,8192,4096,843903.99
8192,8192,5120,1078239.98
8192,8192,8192,1789488.02
8192,8192,11008,2385615.94
8192,8192,13824,2804736.02
8192,8192,14336,2916319.97
8192,8192,25600,5323440.07
8192,8192,27648,5564192.06
8192,8192,28672,5958576.20
8192,11008,128,98080.00
8192,11008,256,123408.00
8192,11008,512,211152.00
8192,11008,1024,350927.99
8192,11008,2048,573055.98
8192,11008,3072,830527.99
8192,11008,4096,1126560.03
8192,11008,5120,1393040.00
8192,11008,8192,2330783.96
8192,11008,11008,2940960.05
8192,11008,13824,3786656.02
8192,11008,14336,3924416.07
8192,11008,25600,7075344.09
8192,11008,27648,7508975.98
8192,11008,28672,7773535.97
8192,13824,128,117808.00
8192,13824,256,170656.00
8192,13824,512,250496.00
8192,13824,1024,400272.00
8192,13824,2048,718144.00
8192,13824,3072,1092352.03
8192,13824,4096,1428943.99
8192,13824,5120,1820720.02
8192,13824,8192,2861279.96
8192,13824,11008,3817808.03
8192,13824,13824,4773168.09
8192,13824,14336,5081887.96
8192,13824,25600,8767199.99
8192,13824,27648,9463903.90
8192,13824,28672,9837711.81
8192,14336,128,115792.00
8192,14336,256,162896.00
8192,14336,512,251536.00
8192,14336,1024,401600.00
8192,14336,2048,719983.99
8192,14336,3072,1121983.95
8192,14336,4096,1470384.00
8192,14336,5120,1797407.98
8192,14336,8192,2933472.04
8192,14336,11008,3937136.05
8192,14336,13824,4946367.98
8192,14336,14336,5069999.93
8192,14336,25600,8993936.06
8192,14336,27648,9706336.02
8192,14336,28672,10078288.08
8192,25600,128,196000.00
8192,25600,256,280992.00
8192,25600,512,414656.00
8192,25600,1024,691055.98
8192,25600,2048,1322783.95
8192,25600,3072,1960304.02
8192,25600,4096,2644272.09
8192,25600,5120,3280799.98
8192,25600,8192,5175520.18
8192,25600,11008,6922960.04
8192,25600,13824,8650160.31
8192,25600,14336,8969583.99
8192,25600,25600,15937983.99
8192,25600,27648,17207568.17
8192,25600,28672,17844015.12
8192,27648,128,220592.00
8192,27648,256,325440.00
8192,27648,512,460928.01
8192,27648,1024,762224.02
8192,27648,2048,1460160.02
8192,27648,3072,2189504.03
8192,27648,4096,2866735.94
8192,27648,5120,3547168.02
8192,27648,8192,5588656.19
8192,27648,11008,7631632.09
8192,27648,13824,9329600.33
8192,27648,14336,9733983.99
8192,27648,25600,17384463.31
8192,27648,27648,18747664.45
8192,27648,28672,19613984.11
8192,28672,128,222320.00
8192,28672,256,316192.00
8192,28672,512,504976.00
8192,28672,1024,787808.00
8192,28672,2048,1533679.96
8192,28672,3072,2216656.09
8192,28672,4096,2987167.95
8192,28672,5120,3696175.93
8192,28672,8192,5957616.09
8192,28672,11008,7940095.90
8192,28672,13824,9731152.06
8192,28672,14336,10271423.82
8192,28672,25600,18140687.94
8192,28672,27648,19546976.09
8192,28672,28672,20467215.54
16384,128,128,16224.00
16384,128,256,17168.00
16384,128,512,19248.00
16384,128,1024,23968.00
16384,128,2048,38976.00
16384,128,3072,50624.00
16384,128,4096,60800.00
16384,128,5120,73088.00
16384,128,8192,106912.00
16384,128,11008,143135.99
16384,128,13824,169056.00
16384,128,14336,173184.01
16384,128,25600,296687.99
16384,128,27648,321088.00
16384,128,28672,329919.99
16384,256,128,17120.00
16384,256,256,18592.00
16384,256,512,21808.00
16384,256,1024,29104.00
16384,256,2048,42544.00
16384,256,3072,55824.00
16384,256,4096,72000.00
16384,256,5120,78288.00
16384,256,8192,118208.00
16384,256,11008,153808.00
16384,256,13824,189568.00
16384,256,14336,195072.00
16384,256,25600,330831.99
16384,256,27648,368255.99
16384,256,28672,392656.00
16384,512,128,22112.00
16384,512,256,25856.00
16384,512,512,32928.00
16384,512,1024,47264.00
16384,512,2048,85200.00
16384,512,3072,111632.00
16384,512,4096,121136.00
16384,512,5120,146832.00
16384,512,8192,219600.00
16384,512,11008,278111.99
16384,512,13824,343152.00
16384,512,14336,364384.00
16384,512,25600,663279.98
16384,512,27648,713136.02
16384,512,28672,746144.00
16384,1024,128,29856.00
16384,1024,256,37376.00
16384,1024,512,50496.00
16384,1024,1024,76384.00
16384,1024,2048,129920.00
16384,1024,3072,181584.00
16384,1024,4096,220415.99
16384,1024,5120,268799.99
16384,1024,8192,411440.00
16384,1024,11008,560032.01
16384,1024,13824,704144.00
16384,1024,14336,742288.02
16384,1024,25600,1307056.01
16384,1024,27648,1417680.03
16384,1024,28672,1443328.02
16384,2048,128,43232.00
16384,2048,256,56288.00
16384,2048,512,83072.00
16384,2048,1024,136208.00
16384,2048,2048,237728.00
16384,2048,3072,319871.99
16384,2048,4096,415520.00
16384,2048,5120,509376.02
16384,2048,8192,822352.02
16384,2048,11008,1156896.00
16384,2048,13824,1428223.97
16384,2048,14336,1511120.02
16384,2048,25600,2660752.06
16384,2048,27648,2707792.04
16384,2048,28672,2792624.00
16384,3072,128,59040.00
16384,3072,256,78416.00
16384,3072,512,118528.00
16384,3072,1024,198400.00
16384,3072,2048,345744.00
16384,3072,3072,488480.00
16384,3072,4096,641983.99
16384,3072,5120,873584.00
16384,3072,8192,1347440.00
16384,3072,11008,1791072.01
16384,3072,13824,2214048.03
16384,3072,14336,2287487.98
16384,3072,25600,4033408.16
16384,3072,27648,4346656.08
16384,3072,28672,4410959.96
16384,4096,128,72928.00
16384,4096,256,96976.00
16384,4096,512,151216.00
16384,4096,1024,254559.99
16384,4096,2048,438112.01
16384,4096,3072,693584.02
16384,4096,4096,908415.97
16384,4096,5120,1120608.03
16384,4096,8192,1740736.01
16384,4096,11008,2323488.00
16384,4096,13824,2771663.90
16384,4096,14336,2887632.01
16384,4096,25600,5281775.95
16384,4096,27648,5743520.02
16384,4096,28672,5955327.99
16384,5120,128,88432.00
16384,5120,256,124624.00
16384,5120,512,184352.00
16384,5120,1024,309184.00
16384,5120,2048,527455.99
16384,5120,3072,780191.99
16384,5120,4096,1052399.99
16384,5120,5120,1300511.96
16384,5120,8192,2044271.95
16384,5120,11008,2787312.03
16384,5120,13824,3482064.01
16384,5120,14336,3610847.95
16384,5120,25600,6483488.08
16384,5120,27648,6907343.86
16384,5120,28672,7164400.10
16384,8192,128,128448.00
16384,8192,256,170560.00
16384,8192,512,287568.00
16384,8192,1024,469872.00
16384,8192,2048,848463.98
16384,8192,3072,1292528.03
16384,8192,4096,1738176.05
16384,8192,5120,2183743.95
16384,8192,8192,3487168.07
16384,8192,11008,4617439.99
16384,8192,13824,5786239.86
16384,8192,14336,6011456.01
16384,8192,25600,10951983.93
16384,8192,27648,11588655.95
16384,8192,28672,12312575.82
16384,11008,128,185728.01
16384,11008,256,234368.00
16384,11008,512,364112.00
16384,11008,1024,620240.00
16384,11008,2048,1125631.99
16384,11008,3072,1735376.00
16384,11008,4096,2272127.99
16384,11008,5120,2807999.97
16384,11008,8192,4470144.03
16384,11008,11008,5981791.97
16384,11008,13824,7472352.03
16384,11008,14336,7739904.17
16384,11008,25600,13796816.35
16384,11008,27648,14976031.78
16384,11008,28672,15602704.05
16384,13824,128,211423.99
16384,13824,256,312432.01
16384,13824,512,458143.99
16384,13824,1024,754400.01
16384,13824,2048,1454912.01
16384,13824,3072,2141151.91
16384,13824,4096,2804304.00
16384,13824,5120,3550783.99
16384,13824,8192,5632064.10
16384,13824,11008,7466864.11
16384,13824,13824,9140640.26
16384,13824,14336,9683488.37
16384,13824,25600,17198607.44
16384,13824,27648,18505599.98
16384,13824,28672,19187968.25
16384,14336,128,214064.00
16384,14336,256,307376.00
16384,14336,512,456304.00
16384,14336,1024,761232.02
16384,14336,2048,1565792.02
16384,14336,3072,2232912.06
16384,14336,4096,2910719.99
16384,14336,5120,3647040.01
16384,14336,8192,5749647.86
16384,14336,11008,7770767.93
16384,14336,13824,9599920.27
16384,14336,14336,10072560.31
16384,14336,25600,17805600.17
16384,14336,27648,19309776.31
16384,14336,28672,20032015.80
16384,25600,128,373024.00
16384,25600,256,513872.00
16384,25600,512,781552.02
16384,25600,1024,1363088.01
16384,25600,2048,2676192.05
16384,25600,3072,3956784.01
16384,25600,4096,5218767.88
16384,25600,5120,6472176.07
16384,25600,8192,10211232.19
16384,25600,11008,13778672.22
16384,25600,13824,17085008.62
16384,25600,14336,17781888.01
16384,27648,128,409312.01
16384,27648,256,583695.98
16384,27648,512,872303.99
16384,27648,1024,1506016.02
16384,27648,2048,2920847.89
16384,27648,3072,4359344.01
16384,27648,4096,5717375.99
16384,27648,5120,7079984.19
16384,27648,8192,11147215.84
16384,27648,11008,14894559.86
16384,27648,13824,18636847.50
16384,27648,14336,19318143.84
16384,28672,128,436511.99
16384,28672,256,587648.00
16384,28672,512,914303.99
16384,28672,1024,1704720.02
16384,28672,2048,2950735.93
16384,28672,3072,4431936.03
16384,28672,4096,5892672.06
16384,28672,5120,7374336.00
16384,28672,8192,11490655.90
16384,28672,11008,15529376.03
16384,28672,13824,19420127.87
16384,28672,14336,20132752.42
32768,128,128,18752.00
32768,128,256,20096.00
32768,128,512,24672.00
32768,128,1024,41520.00
32768,128,2048,64176.00
32768,128,3072,88528.00
32768,128,4096,112352.00
32768,128,5120,134704.00
32768,128,8192,199504.00
32768,128,11008,275088.00
32768,128,13824,326832.01
32768,128,14336,334047.99
32768,128,25600,581568.00
32768,128,27648,633568.02
32768,128,28672,652416.02
32768,256,128,20176.00
32768,256,256,23392.00
32768,256,512,31232.00
32768,256,1024,43616.00
32768,256,2048,70688.00
32768,256,3072,101456.00
32768,256,4096,122752.00
32768,256,5120,145808.00
32768,256,8192,221168.00
32768,256,11008,305712.00
32768,256,13824,371183.99
32768,256,14336,412655.99
32768,256,25600,695311.99
32768,256,27648,790400.00
32768,256,28672,856368.01
32768,512,128,32288.00
32768,512,256,40176.00
32768,512,512,57056.00
32768,512,1024,99392.00
32768,512,2048,160608.00
32768,512,3072,214640.00
32768,512,4096,276000.01
32768,512,5120,324672.00
32768,512,8192,421823.99
32768,512,11008,568464.01
32768,512,13824,719471.99
32768,512,14336,760576.01
32768,512,25600,1311904.01
32768,512,27648,1413968.03
32768,512,28672,1482447.98
32768,1024,128,45232.00
32768,1024,256,58160.00
32768,1024,512,86016.00
32768,1024,1024,136688.00
32768,1024,2048,239808.00
32768,1024,3072,343183.99
32768,1024,4096,422832.00
32768,1024,5120,516368.00
32768,1024,8192,808431.98
32768,1024,11008,1073839.96
32768,1024,13824,1477424.03
32768,1024,14336,1505263.98
32768,1024,25600,2591823.94
32768,1024,27648,2661936.04
32768,1024,28672,2980255.96
32768,2048,128,71424.00
32768,2048,256,97824.00
32768,2048,512,153360.00
32768,2048,1024,250832.00
32768,2048,2048,420560.00
