128,26,8,8,8,os,1407,29.566
128,26,4,8,8,os,1151,18.071
32,102,2,8,8,os,831,12.274
128,51,1,8,8,os,1679,6.075
64,102,1,8,8,os,1559,6.543
64,51,2,8,8,os,895,11.397
128,26,2,8,8,os,1023,10.166
1,13,128,8,8,os,283,9.187
1,25,128,8,8,os,567,8.818
1,13,256,8,8,os,539,9.647
1,25,64,8,8,os,311,8.039
1,7,256,8,8,os,269,10.409
8,25,128,8,8,os,567,70.547
32,13,64,8,8,os,623,66.774
1,13,64,8,8,os,155,8.387
16,25,64,8,8,os,623,64.205
16,13,128,8,8,os,567,73.369
32,25,32,8,8,os,735,54.422
1,25,32,8,8,os,183,6.831
1,7,128,8,8,os,141,9.929
8,25,64,8,8,os,311,64.309
32,13,32,8,8,os,367,56.676
1,13,32,8,8,os,91,7.143
16,25,32,8,8,os,367,54.496
16,13,64,8,8,os,311,66.881
32,25,16,8,8,os,479,41.754
1,25,16,8,8,os,119,5.252
32,7,64,8,8,os,311,72.026
1,7,64,8,8,os,77,9.091
8,25,32,8,8,os,183,54.645
32,13,16,8,8,os,239,43.515
1,13,16,8,8,os,59,5.508
16,25,16,8,8,os,239,41.841
16,13,32,8,8,os,183,56.831
32,25,8,8,8,os,351,28.490
1,25,8,8,8,os,87,3.592
32,7,32,8,8,os,183,61.202
1,7,32,8,8,os,45,7.778
8,25,16,8,8,os,119,42.017
32,13,8,8,8,os,175,29.714
1,13,8,8,8,os,43,3.779
16,25,8,8,8,os,175,28.571
16,13,16,8,8,os,119,43.697
32,25,4,8,8,os,287,17.422
1,25,4,8,8,os,71,2.201
32,7,16,8,8,os,119,47.059
1,7,16,8,8,os,29,6.034
8,25,8,8,8,os,87,28.736
32,13,4,8,8,os,143,18.182
1,13,4,8,8,os,35,2.321
16,25,4,8,8,os,143,17.483
16,13,8,8,8,os,87,29.885
32,25,2,8,8,os,255,9.804
1,25,2,8,8,os,63,1.240
32,7,8,8,8,os,87,32.184
1,7,8,8,8,os,21,4.167
8,25,4,8,8,os,71,17.606
32,13,2,8,8,os,127,10.236
1,13,2,8,8,os,31,1.310
16,25,2,8,8,os,127,9.843
16,13,4,8,8,os,71,18.310
32,25,1,8,8,os,239,5.230
1,25,1,8,8,os,59,0.662
32,7,4,8,8,os,71,19.718
1,7,4,8,8,os,17,2.574
64,13,32,8,8,os,735,56.599
64,25,16,8,8,os,959,41.710
64,13,16,8,8,os,479,43.424
64,25,8,8,8,os,703,28.450
64,7,32,8,8,os,367,61.035
64,13,8,8,8,os,351,29.630
64,25,4,8,8,os,575,17.391
64,7,16,8,8,os,239,46.862
64,13,4,8,8,os,287,18.118
64,25,2,8,8,os,511,9.785
64,7,8,8,8,os,175,32.000
64,13,2,8,8,os,255,10.196
64,25,1,8,8,os,479,5.219
64,7,4,8,8,os,143,19.580
128,13,16,8,8,os,959,43.379
128,25,8,8,8,os,1407,28.429
128,13,8,8,8,os,703,29.587
128,25,4,8,8,os,1151,17.376
128,7,16,8,8,os,479,46.764
128,13,4,8,8,os,575,18.087
128,25,2,8,8,os,1023,9.775
128,7,8,8,8,os,351,31.909
128,13,2,8,8,os,511,10.176
128,25,1,8,8,os,959,5.214
128,7,4,8,8,os,287,19.512
8,10,256,8,8,os,539,59.369
8,10,76,8,8,os,179,53.073
32,5,38,8,8,os,207,45.894
16,10,128,8,8,os,567,56.437
16,10,38,8,8,os,207,45.894
16,5,76,8,8,os,179,53.073
32,10,64,8,8,os,623,51.364
32,10,19,8,8,os,263,36.122
32,3,76,8,8,os,359,31.755
8,10,128,8,8,os,283,56.537
