M,N,K,measured_ms
32.0,8192.0,3584.0,0.033248
32.0,8192.0,4096.0,0.036032
32.0,8192.0,5120.0,0.04096
32.0,8192.0,6144.0,0.046496
32.0,8192.0,7168.0,0.051744
32.0,8192.0,8192.0,0.10416
32.0,8192.0,10240.0,0.067904
32.0,8192.0,12288.0,0.078592
32.0,8192.0,14336.0,0.089248
32.0,8192.0,16384.0,0.100256
32.0,8192.0,28672.0,0.10414
32.0,8192.0,29568.0,0.10429
32.0,9216.0,7168.0,0.104225
32.0,10240.0,1024.0,0.01856
32.0,10240.0,2048.0,0.025664
32.0,10240.0,2880.0,0.033376
32.0,10240.0,3072.0,0.034656
32.0,10240.0,3584.0,0.038016
32.0,10240.0,4096.0,0.041184
32.0,10240.0,5120.0,0.048064
32.0,10240.0,6144.0,0.054848
32.0,10240.0,7168.0,0.061664
32.0,10240.0,8192.0,0.157055
32.0,10240.0,10240.0,0.081536
32.0,10240.0,12288.0,0.095712
32.0,10240.0,14336.0,0.109344
32.0,10240.0,16384.0,0.122272
32.0,12288.0,1024.0,0.018848
32.0,12288.0,2048.0,0.031008
32.0,12288.0,2880.0,0.037664
32.0,12288.0,3072.0,0.038944
32.0,12288.0,3584.0,0.043136
32.0,12288.0,4096.0,0.1575699999999999
32.0,12288.0,5120.0,0.055136
32.0,12288.0,6144.0,0.063776
32.0,12288.0,7168.0,0.07232
32.0,12288.0,8192.0,0.080512
32.0,12288.0,10240.0,0.09472
32.0,12288.0,12288.0,0.113056
32.0,12288.0,14336.0,0.127392
32.0,12288.0,16384.0,0.1424
32.0,12800.0,4096.0,0.164945
32.0,14336.0,1024.0,0.019808
32.0,14336.0,2048.0,0.033408
32.0,14336.0,2880.0,0.040832
32.0,14336.0,3072.0,0.042496
32.0,14336.0,3584.0,0.1753299999999999
32.0,14336.0,4096.0,0.135505
32.0,14336.0,5120.0,0.06112
32.0,14336.0,6144.0,0.070688
32.0,14336.0,7168.0,0.080128
32.0,14336.0,8192.0,0.089088
32.0,14336.0,10240.0,0.108032
32.0,14336.0,12288.0,0.126784
32.0,14336.0,14336.0,0.145536
32.0,14336.0,16384.0,0.16464
32.0,16384.0,1024.0,0.01968
32.0,16384.0,2048.0,0.035488
32.0,16384.0,2880.0,0.043936
32.0,16384.0,3072.0,0.045856
32.0,16384.0,3584.0,0.051168
32.0,16384.0,4096.0,0.05632
32.0,16384.0,5120.0,0.067232
32.0,16384.0,6144.0,0.077664
32.0,16384.0,7168.0,0.088032
32.0,16384.0,8192.0,0.098752
32.0,16384.0,10240.0,0.119136
32.0,16384.0,12288.0,0.140256
32.0,16384.0,14336.0,0.161632
32.0,16384.0,16384.0,0.182624
32.0,17408.0,5120.0,0.330575
32.0,18944.0,3584.0,0.340865
32.0,20480.0,1024.0,0.026208
32.0,20480.0,2048.0,0.042048
32.0,20480.0,2880.0,0.052864
32.0,20480.0,3072.0,0.055456
32.0,20480.0,3584.0,0.062176
32.0,20480.0,4096.0,0.068992
32.0,20480.0,5120.0,0.08288
32.0,20480.0,6144.0,0.096416
32.0,20480.0,7168.0,0.53659
32.0,20480.0,8192.0,0.123264
32.0,20480.0,10240.0,0.150208
32.0,20480.0,12288.0,0.176736
32.0,20480.0,14336.0,0.203968
32.0,20480.0,16384.0,0.230592
32.0,28672.0,1024.0,0.033632
32.0,28672.0,2048.0,0.05216
32.0,28672.0,2880.0,0.068896
32.0,28672.0,3072.0,0.071264
32.0,28672.0,3584.0,0.079776
32.0,28672.0,4096.0,0.090304
32.0,28672.0,5120.0,0.111136
32.0,28672.0,6144.0,0.128896
32.0,28672.0,7168.0,0.146816
32.0,28672.0,8192.0,0.48195
32.0,28672.0,10240.0,0.200448
32.0,28672.0,12288.0,0.239168
32.0,28672.0,14336.0,0.276128
32.0,28672.0,16384.0,0.314144
32.0,29568.0,8192.0,0.311135
32.0,32000.0,4096.0,0.363615
32.0,32768.0,1024.0,0.036128
32.0,32768.0,2048.0,0.057024
32.0,32768.0,2880.0,0.074848
32.0,32768.0,3072.0,0.078624
32.0,32768.0,3584.0,0.088928
32.0,32768.0,4096.0,0.0992
32.0,32768.0,5120.0,0.11968
32.0,32768.0,6144.0,0.140256
32.0,32768.0,7168.0,0.16192
32.0,32768.0,8192.0,0.182368
32.0,32768.0,10240.0,0.223744
32.0,32768.0,12288.0,0.265888
32.0,32768.0,14336.0,0.3072
32.0,32768.0,16384.0,0.349248
32.0,49155.0,4096.0,0.825345
32.0,64000.0,7168.0,0.8259350000000001
32.0,128256.0,4096.0,0.6771849999999999
32.0,128256.0,8192.0,0.676865
32.0,131072.0,2880.0,0.8451200000000001
32.0,152064.0,3584.0,0.84432
32.0,152064.0,8192.0,0.6084350000000001
32.0,248320.0,4096.0,0.6087
32.0,248320.0,5120.0,0.0115349999999999
32.0,256000.0,3584.0,0.011375
34.0,2880.0,2880.0,0.01587
36.0,2880.0,2880.0,0.01562
64.0,1024.0,1024.0,0.018048
64.0,1024.0,2048.0,0.018208
64.0,1024.0,2880.0,0.0208
64.0,1024.0,3072.0,0.02048
64.0,1024.0,3584.0,0.02064
64.0,1024.0,4096.0,0.020992
64.0,1024.0,5120.0,0.021568
64.0,1024.0,6144.0,0.021536
64.0,1024.0,7168.0,0.021824
64.0,1024.0,8192.0,0.022656
64.0,1024.0,10240.0,0.021664
64.0,1024.0,12288.0,0.02256
64.0,1024.0,14336.0,0.023328
64.0,1024.0,16384.0,0.024576
64.0,2048.0,1024.0,0.01792
64.0,2048.0,2048.0,0.017888
64.0,2048.0,2880.0,0.018944
64.0,2048.0,3072.0,0.018944
64.0,2048.0,3584.0,0.01904
64.0,2048.0,4096.0,0.019616
64.0,2048.0,5120.0,0.021184
64.0,2048.0,6144.0,0.022528
64.0,2048.0,7168.0,0.024032
64.0,2048.0,8192.0,0.02464
64.0,2048.0,10240.0,0.031488
64.0,2048.0,12288.0,0.035904
64.0,2048.0,14336.0,0.038624
64.0,2048.0,16384.0,0.04176
64.0,2880.0,1024.0,0.018208
64.0,2880.0,2048.0,0.018048
64.0,2880.0,2880.0,0.0114749999999999
64.0,2880.0,3072.0,0.019072
64.0,2880.0,3584.0,0.019616
64.0,2880.0,4096.0,0.021184
64.0,2880.0,5120.0,0.021984
64.0,2880.0,6144.0,0.024352
64.0,2880.0,7168.0,0.029856
64.0,2880.0,8192.0,0.036672
64.0,2880.0,10240.0,0.04176
64.0,2880.0,12288.0,0.044736
64.0,2880.0,14336.0,0.046656
64.0,2880.0,16384.0,0.050592
64.0,3072.0,1024.0,0.017952
64.0,3072.0,2048.0,0.018016
64.0,3072.0,2880.0,0.01888
64.0,3072.0,3072.0,0.019136
64.0,3072.0,3584.0,0.01936
64.0,3072.0,4096.0,0.020128
64.0,3072.0,5120.0,0.022048
64.0,3072.0,6144.0,0.02384
64.0,3072.0,7168.0,0.034976
64.0,3072.0,8192.0,0.037536
64.0,3072.0,10240.0,0.040608
64.0,3072.0,12288.0,0.044768
64.0,3072.0,14336.0,0.048832
64.0,3072.0,16384.0,0.052672
64.0,3584.0,1024.0,0.01808
64.0,3584.0,2048.0,0.01792
64.0,3584.0,2880.0,0.018848
64.0,3584.0,3072.0,0.018944
64.0,3584.0,3584.0,0.0115049999999999
64.0,3584.0,4096.0,0.020224
64.0,3584.0,5120.0,0.022048
64.0,3584.0,6144.0,0.02832
64.0,3584.0,7168.0,0.036448
64.0,3584.0,8192.0,0.041024
64.0,3584.0,10240.0,0.04608
64.0,3584.0,12288.0,0.049152
64.0,3584.0,14336.0,0.0114899999999999
64.0,3584.0,16384.0,0.061952
64.0,3584.0,18944.0,0.013585
64.0,3600.0,2880.0,0.013555
64.0,4096.0,1024.0,0.018112
64.0,4096.0,2048.0,0.018144
64.0,4096.0,2880.0,0.019072
64.0,4096.0,3072.0,0.018944
64.0,4096.0,3584.0,0.019168
64.0,4096.0,4096.0,0.0404449999999999
64.0,4096.0,5120.0,0.025856
64.0,4096.0,6144.0,0.031552
64.0,4096.0,7168.0,0.038912
64.0,4096.0,8192.0,0.041536
64.0,4096.0,10240.0,0.047168
64.0,4096.0,12288.0,0.0404
64.0,4096.0,12800.0,0.05173
64.0,4096.0,14336.0,0.032
64.0,4096.0,16384.0,0.066976
64.0,4608.0,3584.0,0.0119049999999999
64.0,5120.0,1024.0,0.018112
64.0,5120.0,2048.0,0.018912
64.0,5120.0,2880.0,0.02
64.0,5120.0,3072.0,0.020256
64.0,5120.0,3584.0,0.021024
64.0,5120.0,4096.0,0.026176
64.0,5120.0,5112.0,0.01712
64.0,5120.0,5120.0,0.031552
64.0,5120.0,6144.0,0.034464
64.0,5120.0,7168.0,0.037952
64.0,5120.0,8192.0,0.04096
64.0,5120.0,10240.0,0.047872
64.0,5120.0,12288.0,0.054464
64.0,5120.0,14336.0,0.06976
64.0,5120.0,16384.0,0.07664
64.0,5120.0,17408.0,0.01704
64.0,6144.0,1024.0,0.018016
64.0,6144.0,2048.0,0.01952
64.0,6144.0,2880.0,0.021472
64.0,6144.0,3072.0,0.021696
64.0,6144.0,3584.0,0.028896
64.0,6144.0,4096.0,0.04067
64.0,6144.0,5120.0,0.036032
64.0,6144.0,6144.0,0.04048
64.0,6144.0,7168.0,0.045408
64.0,6144.0,8192.0,0.049408
64.0,6144.0,10240.0,0.061216
64.0,6144.0,12288.0,0.069536
64.0,6144.0,14336.0,0.077152
64.0,6144.0,16384.0,0.086016
64.0,6816.0,5120.0,0.04038
64.0,7168.0,1024.0,0.018176
64.0,7168.0,2048.0,0.019584
64.0,7168.0,2880.0,0.024576
64.0,7168.0,3072.0,0.028192
64.0,7168.0,3584.0,0.04091
64.0,7168.0,4096.0,0.0336
64.0,7168.0,5120.0,0.03824
64.0,7168.0,6144.0,0.042496
64.0,7168.0,7168.0,0.040865
64.0,7168.0,8192.0,0.051872
64.0,7168.0,10240.0,0.0616
64.0,7168.0,12288.0,0.071008
64.0,7168.0,14336.0,0.088224
64.0,7168.0,16384.0,0.098176
64.0,7168.0,20480.0,0.04496
64.0,8192.0,1024.0,0.018208
64.0,8192.0,2048.0,0.020768
64.0,8192.0,2880.0,0.02944
64.0,8192.0,3072.0,0.030816
64.0,8192.0,3584.0,0.033376
64.0,8192.0,4096.0,0.035872
64.0,8192.0,5120.0,0.04112
64.0,8192.0,6144.0,0.046528
64.0,8192.0,7168.0,0.051872
64.0,8192.0,8192.0,0.04504
64.0,8192.0,10240.0,0.068672
64.0,8192.0,12288.0,0.079328
64.0,8192.0,14336.0,0.089856
64.0,8192.0,16384.0,0.100416
64.0,8192.0,28672.0,0.044915
64.0,8192.0,29568.0,0.04499
64.0,9216.0,7168.0,0.01677
64.0,10240.0,1024.0,0.018368
64.0,10240.0,2048.0,0.026016
64.0,10240.0,2880.0,0.03408
64.0,10240.0,3072.0,0.035328
64.0,10240.0,3584.0,0.038752
64.0,10240.0,4096.0,0.041888
64.0,10240.0,5120.0,0.049248
64.0,10240.0,6144.0,0.056384
64.0,10240.0,7168.0,0.062304
64.0,10240.0,8192.0,0.0168449999999999
64.0,10240.0,10240.0,0.083616
64.0,10240.0,12288.0,0.096608
64.0,10240.0,14336.0,0.11104
64.0,10240.0,16384.0,0.124512
64.0,12288.0,1024.0,0.019328
64.0,12288.0,2048.0,0.031104
64.0,12288.0,2880.0,0.037024
64.0,12288.0,3072.0,0.038688
64.0,12288.0,3584.0,0.042336
64.0,12288.0,4096.0,0.02464
64.0,12288.0,5120.0,0.054432
64.0,12288.0,6144.0,0.062592
64.0,12288.0,7168.0,0.070624
64.0,12288.0,8192.0,0.078176
64.0,12288.0,10240.0,0.0944
64.0,12288.0,12288.0,0.1104
64.0,12288.0,14336.0,0.126304
64.0,12288.0,16384.0,0.142048
64.0,12800.0,4096.0,0.0652
64.0,14336.0,1024.0,0.019168
64.0,14336.0,2048.0,0.033792
64.0,14336.0,2880.0,0.041216
64.0,14336.0,3072.0,0.042784
64.0,14336.0,3584.0,0.0239199999999999
64.0,14336.0,4096.0,0.02674
64.0,14336.0,5120.0,0.061888
64.0,14336.0,6144.0,0.07152
64.0,14336.0,7168.0,0.080992
64.0,14336.0,8192.0,0.089856
64.0,14336.0,10240.0,0.108416
64.0,14336.0,12288.0,0.127392
64.0,14336.0,14336.0,0.145952
64.0,14336.0,16384.0,0.16544
64.0,16384.0,1024.0,0.020512
64.0,16384.0,2048.0,0.036288
64.0,16384.0,2880.0,0.044608
64.0,16384.0,3072.0,0.046528
64.0,16384.0,3584.0,0.052192
64.0,16384.0,4096.0,0.057056
64.0,16384.0,5120.0,0.06816
64.0,16384.0,6144.0,0.078912
64.0,16384.0,7168.0,0.088992
64.0,16384.0,8192.0,0.09952
64.0,16384.0,10240.0,0.120448
64.0,16384.0,12288.0,0.141792
64.0,16384.0,14336.0,0.162656
64.0,16384.0,16384.0,0.184192
64.0,17408.0,5120.0,0.0408149999999999
64.0,18944.0,3584.0,0.102755
64.0,20480.0,1024.0,0.027648
64.0,20480.0,2048.0,0.041696
64.0,20480.0,2880.0,0.052256
64.0,20480.0,3072.0,0.055072
64.0,20480.0,3584.0,0.061696
64.0,20480.0,4096.0,0.068224
64.0,20480.0,5120.0,0.080896
64.0,20480.0,6144.0,0.097632
64.0,20480.0,7168.0,0.049425
64.0,20480.0,8192.0,0.128928
64.0,20480.0,10240.0,0.156576
64.0,20480.0,12288.0,0.184608
64.0,20480.0,14336.0,0.212256
64.0,20480.0,16384.0,0.240256
64.0,28672.0,1024.0,0.03488
64.0,28672.0,2048.0,0.053088
64.0,28672.0,2880.0,0.06832
64.0,28672.0,3072.0,0.071712
64.0,28672.0,3584.0,0.08016
64.0,28672.0,4096.0,0.090592
64.0,28672.0,5120.0,0.10864
64.0,28672.0,6144.0,0.128832
64.0,28672.0,7168.0,0.149024
64.0,28672.0,8192.0,0.1580949999999999
64.0,28672.0,10240.0,0.205856
64.0,28672.0,12288.0,0.24256
64.0,28672.0,14336.0,0.280608
64.0,28672.0,16384.0,0.319648
64.0,29568.0,8192.0,0.16571
64.0,32000.0,4096.0,0.0505
64.0,32768.0,1024.0,0.037952
64.0,32768.0,2048.0,0.058912
64.0,32768.0,2880.0,0.075936
64.0,32768.0,3072.0,0.080032
64.0,32768.0,3584.0,0.090464
64.0,32768.0,4096.0,0.100864
64.0,32768.0,5120.0,0.121504
64.0,32768.0,6144.0,0.1424
64.0,32768.0,7168.0,0.16336
64.0,32768.0,8192.0,0.185088
64.0,32768.0,10240.0,0.22608
64.0,32768.0,12288.0,0.268448
64.0,32768.0,14336.0,0.3104
64.0,32768.0,16384.0,0.351872
64.0,49155.0,4096.0,0.0502849999999999
64.0,64000.0,7168.0,0.06189
64.0,128256.0,4096.0,0.06147
64.0,128256.0,8192.0,0.03933
64.0,131072.0,2880.0,0.039185
64.0,152064.0,3584.0,0.0392999999999999
64.0,152064.0,8192.0,0.0398399999999999
64.0,248320.0,4096.0,0.0408299999999999
64.0,248320.0,5120.0,0.0408149999999999
64.0,256000.0,3584.0,0.040815
128.0,32.0,2880.0,0.0069099999999999
128.0,360.0,2880.0,0.0081
128.0,1024.0,1024.0,0.01792
128.0,1024.0,2048.0,0.018048
128.0,1024.0,2880.0,0.018752
128.0,1024.0,3072.0,0.01904
128.0,1024.0,3584.0,0.0192
128.0,1024.0,4096.0,0.01066
128.0,1024.0,5120.0,0.020832
128.0,1024.0,6144.0,0.022624
128.0,1024.0,7168.0,0.024224
128.0,1024.0,8192.0,0.022848
128.0,1024.0,10240.0,0.025024
128.0,1024.0,12288.0,0.025952
128.0,1024.0,14336.0,0.027424
128.0,1024.0,16384.0,0.029056
128.0,1792.0,3584.0,0.01312
128.0,2048.0,1024.0,0.01808
128.0,2048.0,2048.0,0.017792
128.0,2048.0,2880.0,0.01888
128.0,2048.0,3072.0,0.018944
128.0,2048.0,3584.0,0.019616
128.0,2048.0,4096.0,0.02016
128.0,2048.0,5120.0,0.022432
128.0,2048.0,6144.0,0.02368
128.0,2048.0,7168.0,0.028128
128.0,2048.0,8192.0,0.029536
128.0,2048.0,10240.0,0.033856
128.0,2048.0,12288.0,0.037376
128.0,2048.0,14336.0,0.041408
128.0,2048.0,16384.0,0.045088
128.0,2880.0,1024.0,0.018432
128.0,2880.0,2048.0,0.018944
128.0,2880.0,2880.0,0.0396349999999999
128.0,2880.0,3072.0,0.019584
128.0,2880.0,3584.0,0.02048
128.0,2880.0,4096.0,0.021312
128.0,2880.0,5120.0,0.023296
128.0,2880.0,6144.0,0.025184
128.0,2880.0,7168.0,0.028224
128.0,2880.0,8192.0,0.031424
128.0,2880.0,10240.0,0.035264
128.0,2880.0,12288.0,0.045024
128.0,2880.0,14336.0,0.04896
128.0,2880.0,16384.0,0.053152
128.0,3072.0,1024.0,0.017824
128.0,3072.0,2048.0,0.018144
128.0,3072.0,2880.0,0.01904
128.0,3072.0,3072.0,0.019296
128.0,3072.0,3584.0,0.020224
128.0,3072.0,4096.0,0.020928
128.0,3072.0,5120.0,0.022912
128.0,3072.0,6144.0,0.02544
128.0,3072.0,7168.0,0.029568
128.0,3072.0,8192.0,0.03216
128.0,3072.0,10240.0,0.042752
128.0,3072.0,12288.0,0.046976
128.0,3072.0,14336.0,0.0512
128.0,3072.0,16384.0,0.056224
128.0,3584.0,1024.0,0.018144
128.0,3584.0,2048.0,0.018688
128.0,3584.0,2880.0,0.019392
128.0,3584.0,3072.0,0.019584
128.0,3584.0,3584.0,0.01642
128.0,3584.0,4096.0,0.021312
128.0,3584.0,5120.0,0.023872
128.0,3584.0,6144.0,0.02928
128.0,3584.0,7168.0,0.031936
128.0,3584.0,8192.0,0.034272
128.0,3584.0,10240.0,0.038592
128.0,3584.0,12288.0,0.052096
128.0,3584.0,14336.0,0.04448
128.0,3584.0,16384.0,0.065664
128.0,3584.0,18944.0,0.04466
128.0,3600.0,2880.0,0.0195049999999999
128.0,4096.0,1024.0,0.01824
128.0,4096.0,2048.0,0.019744
128.0,4096.0,2880.0,0.021888
128.0,4096.0,3072.0,0.02256
128.0,4096.0,3584.0,0.02384
128.0,4096.0,4096.0,0.01821
128.0,4096.0,5120.0,0.029536
128.0,4096.0,6144.0,0.032032
128.0,4096.0,7168.0,0.034848
128.0,4096.0,8192.0,0.037568
128.0,4096.0,10240.0,0.043616
128.0,4096.0,12288.0,0.04517
128.0,4096.0,12800.0,0.04522
128.0,4096.0,14336.0,0.044735
128.0,4096.0,16384.0,0.070944
128.0,4608.0,3584.0,0.06797
128.0,5120.0,1024.0,0.018624
128.0,5120.0,2048.0,0.019648
128.0,5120.0,2880.0,0.021664
128.0,5120.0,3072.0,0.022176
128.0,5120.0,3584.0,0.023744
128.0,5120.0,4096.0,0.028128
128.0,5120.0,5112.0,0.06781
128.0,5120.0,5120.0,0.033472
128.0,5120.0,6144.0,0.036032
128.0,5120.0,7168.0,0.040448
128.0,5120.0,8192.0,0.042464
128.0,5120.0,10240.0,0.04944
128.0,5120.0,12288.0,0.055968
128.0,5120.0,14336.0,0.075008
128.0,5120.0,16384.0,0.081632
128.0,5120.0,17408.0,0.067715
128.0,6144.0,1024.0,0.018368
128.0,6144.0,2048.0,0.019616
128.0,6144.0,2880.0,0.02208
128.0,6144.0,3072.0,0.023168
128.0,6144.0,3584.0,0.02944
128.0,6144.0,4096.0,0.0675
128.0,6144.0,5120.0,0.035552
128.0,6144.0,6144.0,0.039776
128.0,6144.0,7168.0,0.043936
128.0,6144.0,8192.0,0.048096
128.0,6144.0,10240.0,0.056672
128.0,6144.0,12288.0,0.065248
128.0,6144.0,14336.0,0.081664
128.0,6144.0,16384.0,0.089952
128.0,6816.0,5120.0,0.055935
128.0,7168.0,1024.0,0.018144
128.0,7168.0,2048.0,0.019872
128.0,7168.0,2880.0,0.026752
128.0,7168.0,3072.0,0.029344
128.0,7168.0,3584.0,0.055825
128.0,7168.0,4096.0,0.034048
128.0,7168.0,5120.0,0.038784
128.0,7168.0,6144.0,0.042752
128.0,7168.0,7168.0,0.0552799999999999
128.0,7168.0,8192.0,0.05264
128.0,7168.0,10240.0,0.061952
128.0,7168.0,12288.0,0.07136
128.0,7168.0,14336.0,0.080608
128.0,7168.0,16384.0,0.089568
128.0,7168.0,20480.0,0.05581
128.0,8192.0,1024.0,0.01824
128.0,8192.0,2048.0,0.020704
128.0,8192.0,2880.0,0.030944
128.0,8192.0,3072.0,0.031872
128.0,8192.0,3584.0,0.034752
128.0,8192.0,4096.0,0.037024
128.0,8192.0,5120.0,0.042112
128.0,8192.0,6144.0,0.047488
128.0,8192.0,7168.0,0.05296
128.0,8192.0,8192.0,0.104525
128.0,8192.0,10240.0,0.070688
128.0,8192.0,12288.0,0.08128
128.0,8192.0,14336.0,0.090784
128.0,8192.0,16384.0,0.1144
128.0,8192.0,28672.0,0.1043999999999999
128.0,8192.0,29568.0,0.104445
128.0,9216.0,7168.0,0.10414
128.0,10240.0,1024.0,0.019136
128.0,10240.0,2048.0,0.028768
128.0,10240.0,2880.0,0.035136
128.0,10240.0,3072.0,0.036
128.0,10240.0,3584.0,0.03952
128.0,10240.0,4096.0,0.04288
128.0,10240.0,5120.0,0.050112
128.0,10240.0,6144.0,0.055872
128.0,10240.0,7168.0,0.062816
128.0,10240.0,8192.0,0.158225
128.0,10240.0,10240.0,0.083616
128.0,10240.0,12288.0,0.096224
128.0,10240.0,14336.0,0.109504
128.0,10240.0,16384.0,0.122976
128.0,12288.0,1024.0,0.02016
128.0,12288.0,2048.0,0.031904
128.0,12288.0,2880.0,0.038368
128.0,12288.0,3072.0,0.03984
128.0,12288.0,3584.0,0.043904
128.0,12288.0,4096.0,0.158355
128.0,12288.0,5120.0,0.056256
128.0,12288.0,6144.0,0.064
128.0,12288.0,7168.0,0.072288
128.0,12288.0,8192.0,0.080576
128.0,12288.0,10240.0,0.09632
128.0,12288.0,12288.0,0.112672
128.0,12288.0,14336.0,0.1288
128.0,12288.0,16384.0,0.14496
128.0,12800.0,4096.0,0.04272
128.0,14336.0,1024.0,0.01984
128.0,14336.0,2048.0,0.035328
128.0,14336.0,2880.0,0.043104
128.0,14336.0,3072.0,0.044896
128.0,14336.0,3584.0,0.04202
128.0,14336.0,4096.0,0.0976299999999999
128.0,14336.0,5120.0,0.064256
128.0,14336.0,6144.0,0.07376
128.0,14336.0,7168.0,0.082496
128.0,14336.0,8192.0,0.092416
128.0,14336.0,10240.0,0.111296
128.0,14336.0,12288.0,0.12992
128.0,14336.0,14336.0,0.148928
128.0,14336.0,16384.0,0.16816
128.0,16384.0,1024.0,0.022176
128.0,16384.0,2048.0,0.037824
128.0,16384.0,2880.0,0.046368
128.0,16384.0,3072.0,0.048448
128.0,16384.0,3584.0,0.054016
128.0,16384.0,4096.0,0.059072
128.0,16384.0,5120.0,0.069984
128.0,16384.0,6144.0,0.081056
128.0,16384.0,7168.0,0.091232
128.0,16384.0,8192.0,0.101568
128.0,16384.0,10240.0,0.123616
128.0,16384.0,12288.0,0.144128
128.0,16384.0,14336.0,0.166336
128.0,16384.0,16384.0,0.186496
128.0,17408.0,5120.0,0.40131
128.0,18944.0,3584.0,0.356735
128.0,20480.0,1024.0,0.030304
128.0,20480.0,2048.0,0.043712
128.0,20480.0,2880.0,0.054848
128.0,20480.0,3072.0,0.056928
128.0,20480.0,3584.0,0.06384
128.0,20480.0,4096.0,0.070304
128.0,20480.0,5120.0,0.08352
128.0,20480.0,6144.0,0.096608
128.0,20480.0,7168.0,0.697215
128.0,20480.0,8192.0,0.123136
128.0,20480.0,10240.0,0.149792
128.0,20480.0,12288.0,0.17568
128.0,20480.0,14336.0,0.202752
128.0,20480.0,16384.0,0.229344
128.0,28672.0,1024.0,0.043776
128.0,28672.0,2048.0,0.074624
128.0,28672.0,2880.0,0.098912
128.0,28672.0,3072.0,0.104
128.0,28672.0,3584.0,0.085312
128.0,28672.0,4096.0,0.095136
128.0,28672.0,5120.0,0.115072
128.0,28672.0,6144.0,0.133184
128.0,28672.0,7168.0,0.15232
128.0,28672.0,8192.0,0.2607849999999999
128.0,28672.0,10240.0,0.209024
128.0,28672.0,12288.0,0.246176
128.0,28672.0,14336.0,0.28304
128.0,28672.0,16384.0,0.32144
128.0,29568.0,8192.0,0.3640799999999999
128.0,32000.0,4096.0,0.3651199999999999
128.0,32768.0,1024.0,0.040032
128.0,32768.0,2048.0,0.061696
128.0,32768.0,2880.0,0.078752
128.0,32768.0,3072.0,0.082496
128.0,32768.0,3584.0,0.093376
128.0,32768.0,4096.0,0.104224
128.0,32768.0,5120.0,0.125344
128.0,32768.0,6144.0,0.146624
128.0,32768.0,7168.0,0.167488
128.0,32768.0,8192.0,0.188928
128.0,32768.0,10240.0,0.230368
128.0,32768.0,12288.0,0.272512
128.0,32768.0,14336.0,0.31536
128.0,32768.0,16384.0,0.356896
128.0,49155.0,4096.0,0.82733
128.0,64000.0,7168.0,0.827745
128.0,128256.0,4096.0,0.679665
128.0,128256.0,8192.0,0.67883
128.0,131072.0,2880.0,0.404435
128.0,152064.0,3584.0,0.8487199999999999
128.0,152064.0,8192.0,0.611235
128.0,248320.0,4096.0,0.6112
128.0,248320.0,5120.0,0.0115649999999999
128.0,256000.0,3584.0,0.011535
256.0,1024.0,1024.0,0.01808
256.0,1024.0,2048.0,0.017984
256.0,1024.0,2880.0,0.019008
256.0,1024.0,3072.0,0.019232
256.0,1024.0,3584.0,0.019744
256.0,1024.0,4096.0,0.020384
256.0,1024.0,5120.0,0.0224
256.0,1024.0,6144.0,0.023776
256.0,1024.0,7168.0,0.025088
256.0,1024.0,8192.0,0.025728
256.0,1024.0,10240.0,0.029536
256.0,1024.0,12288.0,0.032832
256.0,1024.0,14336.0,0.037536
256.0,1024.0,16384.0,0.03984
256.0,2048.0,1024.0,0.01808
256.0,2048.0,2048.0,0.01888
256.0,2048.0,2880.0,0.020608
256.0,2048.0,3072.0,0.02096
256.0,2048.0,3584.0,0.02224
256.0,2048.0,4096.0,0.02304
256.0,2048.0,5120.0,0.026848
256.0,2048.0,6144.0,0.028096
256.0,2048.0,7168.0,0.031232
256.0,2048.0,8192.0,0.032512
256.0,2048.0,10240.0,0.039584
256.0,2048.0,12288.0,0.045056
256.0,2048.0,14336.0,0.04848
256.0,2048.0,16384.0,0.052384
256.0,2880.0,1024.0,0.018336
256.0,2880.0,2048.0,0.019072
256.0,2880.0,2880.0,0.0115649999999999
256.0,2880.0,3072.0,0.02064
256.0,2880.0,3584.0,0.021696
256.0,2880.0,4096.0,0.022528
256.0,2880.0,5120.0,0.02512
256.0,2880.0,6144.0,0.028768
256.0,2880.0,7168.0,0.03344
256.0,2880.0,8192.0,0.036384
256.0,2880.0,10240.0,0.040736
256.0,2880.0,12288.0,0.04576
256.0,2880.0,14336.0,0.050976
256.0,2880.0,16384.0,0.060128
256.0,3072.0,1024.0,0.018176
256.0,3072.0,2048.0,0.020704
256.0,3072.0,2880.0,0.023712
256.0,3072.0,3072.0,0.023648
256.0,3072.0,3584.0,0.025952
256.0,3072.0,4096.0,0.027584
256.0,3072.0,5120.0,0.032192
256.0,3072.0,6144.0,0.034976
256.0,3072.0,7168.0,0.038272
256.0,3072.0,8192.0,0.03968
256.0,3072.0,10240.0,0.049344
256.0,3072.0,12288.0,0.057024
256.0,3072.0,14336.0,0.060064
256.0,3072.0,16384.0,0.065536
256.0,3584.0,1024.0,0.018272
256.0,3584.0,2048.0,0.01952
256.0,3584.0,2880.0,0.021696
256.0,3584.0,3072.0,0.022016
256.0,3584.0,3584.0,0.0114749999999999
256.0,3584.0,4096.0,0.024992
256.0,3584.0,5120.0,0.028736
256.0,3584.0,6144.0,0.033408
256.0,3584.0,7168.0,0.036
256.0,3584.0,8192.0,0.038336
256.0,3584.0,10240.0,0.044224
256.0,3584.0,12288.0,0.049856
256.0,3584.0,14336.0,0.011585
256.0,3584.0,16384.0,0.068448
